req_id,user,ts,device,ip,country,mfa,status,session_id
3180e1a4-f864-449e-bf43-58ae009313d0,user15,2025-10-02 22:16:54,Windows,206.197.15.160,Japan,Push,SUCCESS,cdb7840a-d798-4bf9-9124-d639795c166e
4b807fe9-accb-49f9-8c8a-7fed40cd91c9,user19,2025-10-03 00:27:21,Android,14.142.44.237,USA,SMS,FAILED,
761c4181-1283-4126-b852-a9e961621c6f,user3,2025-10-03 02:51:10,iPhone,99.254.170.203,India,Push,SUCCESS,74441e41-f7fe-4039-893a-2ed2a104bc04
4ded09cb-da44-4dfe-8542-14f9c3ae244c,user48,2025-10-03 02:55:06,Mac,223.202.180.183,Germany,SMS,SUCCESS,21c5564a-9e30-440a-8822-911f0944ad85
a30e2a52-3a4f-4b9c-94a9-e34607a349bd,user3,2025-10-03 05:01:46,Windows,173.232.202.135,USA,TOTP,SUCCESS,50498224-c35e-46e3-80dc-d4647ad1df3c
6312f328-1aa2-4147-8125-c9c3b6ca010e,user28,2025-10-03 05:31:27,iPhone,206.77.189.228,Japan,Push,FAILED,
2b363cba-de94-45d4-b9a7-df1486c70f36,user34,2025-10-03 07:12:34,Linux,210.72.62.148,Japan,TOTP,SUCCESS,d974aec9-81c3-49f6-bee6-f382b5a0b897
ffd0152a-90eb-4960-a20d-3d00c131f09e,user3,2025-10-03 12:07:55,Windows,209.122.235.188,Japan,Email,SUCCESS,f37de7f4-d6f3-42f1-8032-19d7c54401ce
a394f963-d7d8-4bd6-93b3-2e389ddfa713,user50,2025-10-03 13:06:48,Linux,139.189.174.153,UK,SMS,SUCCESS,0a70b282-9634-4aaa-864c-7e7eb3ce1cb1
f489035d-54c7-4af2-83f6-5137a863e1a1,user34,2025-10-03 14:15:25,iPhone,107.97.200.112,UK,Push,SUCCESS,24b2816b-eb7d-41d0-bfdc-3b1cae677452
17db0d8a-9a38-4462-aacd-8af0a81933a9,user23,2025-10-03 14:15:26,Linux,194.20.113.40,USA,Push,SUCCESS,dd9e0299-6a57-47f0-976f-9c1ddde9f7b3
6dbcf2cf-a9e1-4464-8a02-13e304547d3b,user50,2025-10-03 14:57:31,Linux,216.163.209.48,Japan,TOTP,SUCCESS,d1ad3363-9147-48d7-aded-bfe4eae098f9
77857322-37b5-4b91-82b0-19f180959e1b,user19,2025-10-03 15:18:23,Windows,210.15.207.220,Singapore,SMS,FAILED,
c14fe00f-a368-4431-8ead-37bf8b6920f2,user41,2025-10-03 15:19:04,Mac,95.162.34.220,UK,SMS,SUCCESS,a4c9c6e8-34d9-4717-b456-758f52e4ae8e
522749a9-e68d-40c0-b453-390611d2611e,user34,2025-10-03 17:50:29,iPhone,242.175.38.66,Germany,Push,SUCCESS,9032ae44-5464-495b-813a-a548dd2b670b
056b1eef-e6c8-4c5f-844b-33770d6cf083,user44,2025-10-03 18:34:22,iPhone,207.182.60.77,Japan,Email,SUCCESS,86f378e0-5eb4-4d60-8e00-b4c0c1a0b6b0
67368cd4-ba20-4356-ac4b-d7dbebc318a0,user19,2025-10-03 19:07:00,Mac,215.65.97.117,Japan,SMS,SUCCESS,cd2c1d32-5035-4de0-9439-f3cb3334f8c1
51241209-5db7-4ae8-8970-d80dd54dc1dd,user23,2025-10-03 19:43:30,Mac,239.10.171.100,Australia,SMS,SUCCESS,07357872-cdc5-48fe-ab00-0bda9b4bed64
d7590f8f-1c24-460a-8642-e477fd78186e,user15,2025-10-03 19:57:11,Mac,210.203.223.145,Japan,Push,SUCCESS,b9d14b5d-af9d-4035-9551-d359d25919aa
2056839d-075a-455e-a2b4-368f62fa43ab,user42,2025-10-03 21:51:13,Linux,61.95.237.205,USA,TOTP,SUCCESS,adc05ded-759f-40c4-af80-779b6149f5eb
d1fb8885-0826-423e-bc6d-fcbfc14d0a59,user49,2025-10-03 21:59:13,iPhone,48.76.229.67,USA,SMS,SUCCESS,cf3bd668-ac12-4fed-8fa4-585962507b57
94791d8f-e66f-4de1-b825-bd9abc9e3448,user9,2025-10-04 03:04:18,Mac,62.53.18.26,Brazil,TOTP,SUCCESS,583a3434-c9ca-4a6c-872e-c076ff7bc9a9
335c9f46-316e-4573-a6bf-853bee95330d,user37,2025-10-04 03:15:43,Linux,84.22.243.181,India,SMS,SUCCESS,4c103854-49fb-45db-b79d-896e2131af24
ead689c8-c708-40df-aecb-b7918685fc37,user41,2025-10-04 06:13:34,Mac,143.34.73.62,USA,TOTP,SUCCESS,42e34eea-01ca-4765-82a9-7206b3ce271a
50560e3f-6ca9-4a2f-b00c-c3c47aa849fb,user41,2025-10-04 06:14:27,iPhone,224.19.146.21,Australia,Push,SUCCESS,c1652618-dda5-4378-868d-3e48e3759209
689c0b83-ef3c-4925-be0c-98f350427d0c,user41,2025-10-04 06:43:29,Windows,69.34.180.37,USA,Email,SUCCESS,6fda04b6-ead6-4771-b343-64172f755efb
908a5218-687d-4656-b403-2380b84a0a50,user40,2025-10-04 07:14:22,Android,132.199.88.228,UK,Push,SUCCESS,31ebde15-e635-442e-9de7-8aa074325cc8
6dfd9e05-2533-4dd2-a968-365f6141d0cf,user36,2025-10-04 08:23:23,Android,179.3.226.238,Germany,Email,SUCCESS,41e29506-ff40-4507-9fd0-3443c8a9611c
2fdf5848-2832-41e9-8d0e-ae8a536ccec7,user16,2025-10-04 09:34:06,Android,115.125.12.76,India,Push,SUCCESS,189d6a1c-81cb-431f-86b2-0e39b88fc50d
4ebb2a08-ba52-40e0-97ba-474ceab4fc2d,user23,2025-10-04 11:06:13,Mac,217.174.88.137,Japan,Email,SUCCESS,ad52ff70-b7cf-4c5c-a968-7b91a6135c86
e38dd6e8-701b-452c-a6f8-360c86711cf7,user31,2025-10-04 13:44:27,Android,206.11.60.220,Singapore,Email,SUCCESS,352d0a45-1df0-4491-a00e-a6d6343a328a
389f248a-3167-4d11-bc72-a325957a6593,user3,2025-10-04 15:10:52,Linux,87.160.178.102,Australia,TOTP,SUCCESS,aafdbe08-3b9d-4055-b6c8-85ff451b8815
76d01d13-e57d-4bf8-8bf9-83ac5e4b7e9c,user17,2025-10-04 15:26:03,Linux,168.90.136.239,USA,SMS,SUCCESS,0db35712-0da6-4864-9d79-60c0f6191daa
c16ccb64-fa7e-46ee-bece-2ffe69bf9fbc,user36,2025-10-04 16:06:09,Linux,58.121.102.96,Germany,SMS,SUCCESS,dbb88636-ed6e-4fca-ac48-7c660e166d08
7af0cc10-b2d9-404e-91e8-db61dfc1c473,user36,2025-10-04 16:59:15,Linux,63.255.190.170,Brazil,TOTP,SUCCESS,66ab7a9a-c4be-4d27-a0d7-febeb02002b2
bd9f13f3-34e2-43c8-9134-e26f8513906f,user6,2025-10-04 20:16:56,Windows,217.250.196.165,Singapore,Email,SUCCESS,b262dd53-9b12-4b71-ac34-31bc4da8f6f0
c72f4fdb-f7b2-4dc3-936e-3c44a4b52250,user11,2025-10-04 21:38:24,Mac,118.187.43.132,USA,TOTP,SUCCESS,cf09789b-2e25-4674-9c4f-4e45a48c9213
c29e8400-b4f9-4412-892c-c238bd9f2589,user37,2025-10-04 21:53:40,Linux,191.31.61.45,UK,Email,SUCCESS,d523d843-38f0-4464-a32e-217d05ee8231
0766b4c0-f015-40e0-80f5-939f6979137c,user41,2025-10-05 04:13:06,Mac,62.18.217.45,USA,TOTP,SUCCESS,a7b647b9-f1ce-4fc9-aeaa-af3d974d0fb6
620e71da-16cc-42ef-8bf8-2d6a1af3f92b,user40,2025-10-05 05:40:27,Mac,46.250.68.226,Australia,TOTP,SUCCESS,c8901b0d-f8e8-4008-aa31-12cab307d432
3daedb50-29b7-4cec-be9c-dffcc700a1e6,user40,2025-10-05 06:35:26,iPhone,206.134.36.97,Japan,Push,SUCCESS,f433e5c9-b40d-45c7-adc3-6caa466b773c
6def4ef8-3e56-426d-98d8-b66ca7f1e3bc,user28,2025-10-05 06:54:19,Linux,192.93.238.111,Germany,SMS,SUCCESS,fe9b3cda-c991-4846-b998-b83359e5a012
2239df71-b6b0-4811-994a-81b3b33d4861,user36,2025-10-05 07:50:01,Linux,191.200.151.136,Germany,SMS,SUCCESS,0b0fa381-2797-4790-9c7b-b48108bd5578
28c28c78-b2be-4e87-85a2-dbfb78af6836,user8,2025-10-05 08:24:47,iPhone,47.197.35.197,Australia,Email,SUCCESS,f89f8ded-9d3c-4e79-b922-2006f88d46d8
0c89a672-3294-437e-bdad-8ac4e3e1a9ca,user3,2025-10-05 10:24:12,Android,218.15.205.182,Japan,SMS,FAILED,
49cd110c-a8ca-45a3-bd45-73ff3f474f8b,user45,2025-10-05 13:04:58,Linux,208.138.245.13,Singapore,SMS,SUCCESS,df9a3b10-8c4b-4805-8c5c-3a86fd19371f
2ea8a6c8-3eb4-4d32-9209-c91037c1b121,user9,2025-10-05 13:14:52,iPhone,202.135.82.179,India,Email,FAILED,
2d223590-4357-40b0-8a75-0ad7cf825641,user8,2025-10-05 13:40:14,Android,72.212.254.160,Brazil,TOTP,SUCCESS,fe0838d0-11a4-48e1-be8e-b891ca430ff1
a701bc68-325a-43cf-98d0-a00ddb60ea29,user23,2025-10-05 13:55:52,Mac,121.233.236.159,Germany,TOTP,SUCCESS,d8125d44-c800-4ce0-bcf4-1dbf05752b52
aa950820-e509-4794-86c6-b4dff21ae92a,user29,2025-10-05 14:29:03,Windows,220.71.121.225,Japan,Push,SUCCESS,5f8e9c39-d076-4a9e-9e25-934a5e161c24
b85f4f8e-61a1-4867-981b-bfc8e9cfef2a,user30,2025-10-05 15:21:00,iPhone,210.83.139.53,Japan,TOTP,SUCCESS,333935e9-79b5-441d-8e0e-6cd95f67363b
b600fde9-0afb-4836-a682-9cacbf0f4edc,user14,2025-10-05 15:57:51,Android,200.248.55.220,Brazil,Push,SUCCESS,ac8f60be-22db-43bd-a8b0-f14b2bbfd475
c00246c6-68ab-4428-8f47-3b76d9372642,user36,2025-10-05 17:09:14,Mac,212.114.144.88,Japan,Push,SUCCESS,a68350a9-4f63-4fb1-8515-e0ac9ea12860
153f167f-5d38-407d-b485-d9f5c2b094a3,user6,2025-10-05 17:40:54,Linux,203.38.36.10,India,SMS,FAILED,
d64715fb-123c-4669-ac53-abe99b150f41,user8,2025-10-05 18:59:46,Android,139.61.156.147,UK,Push,SUCCESS,d03f3756-7287-4c04-ad49-b15b8201b867
7a894ed1-5973-448b-ad06-28a1564350ea,user28,2025-10-05 20:00:09,Android,67.39.23.246,Brazil,SMS,SUCCESS,1c7ce0fe-a615-47cc-b38e-4d04a7106b6a
151ee681-93b2-4510-9368-51eacc690126,user3,2025-10-05 20:10:21,Windows,105.223.168.249,Australia,Push,SUCCESS,55a05ee3-af77-49a0-9a12-2f354366906d
b3f7250d-9f6e-4391-8e88-18480464bc95,user14,2025-10-05 23:13:02,Android,214.55.232.131,Japan,SMS,SUCCESS,2ce07823-7bdb-48af-b57f-f99aa8dddc57
bbade366-7bcb-45fa-8e62-9fb5e1b4dd19,user35,2025-10-06 00:11:57,Android,209.178.146.123,Japan,Push,SUCCESS,87ef3e8c-60f3-4d0a-8e21-b9c6cf593623
0599c6ef-eb74-4119-b65c-c35c414dc86a,user22,2025-10-06 02:23:16,iPhone,78.122.192.243,Germany,Push,SUCCESS,acde45c9-001f-457f-837b-6ab6fe826308
dfea4bd8-8aad-4d1c-8b20-abde2111f30f,user24,2025-10-06 03:10:39,Linux,145.18.85.119,UK,SMS,SUCCESS,654e32b0-2979-49d9-8533-611968270677
9f0474b5-56d8-44e1-a3d0-3f9df72854bf,user35,2025-10-06 03:40:42,iPhone,144.116.177.83,UK,Email,SUCCESS,237a84cd-6df8-40fe-9568-d23489622073
e9c1fde6-3c91-49dd-a9e0-4e99da20f50b,user20,2025-10-06 04:26:46,iPhone,140.207.2.156,Australia,Email,SUCCESS,5f1d05c9-53b0-40fd-be4e-e1841d2725ba
2ea8630d-e81a-4a69-9a10-855e45f6fec7,user47,2025-10-06 05:12:22,Windows,146.161.121.176,India,TOTP,SUCCESS,561df40f-988b-4e57-bd62-c46e445f9350
0141a939-8fbd-4799-a937-2f24b611ece6,user15,2025-10-06 06:33:02,Mac,252.128.191.168,Australia,TOTP,SUCCESS,1b8c8433-2c70-447d-9e5f-a07afade53ed
54f9ba59-9c77-4d0f-ae50-6b759bc33007,user44,2025-10-06 06:42:30,iPhone,220.112.43.219,Singapore,SMS,SUCCESS,2e1a7b5e-86e9-4db7-a133-ad0085cc287b
f442a1d5-9905-4d19-ae39-72cc24c35d08,user27,2025-10-06 07:23:44,iPhone,209.173.189.102,Japan,TOTP,SUCCESS,89fd1d4e-8c86-4fd1-bef3-5c2188885a9a
4b78fad3-ac5c-4309-b69f-cfda5d2ed409,user20,2025-10-06 08:00:03,Mac,79.116.121.6,India,SMS,SUCCESS,65a14782-597e-4161-bed8-b26972d56b01
c5220e52-e285-484e-a2fd-7ea55929957f,user38,2025-10-06 09:52:42,iPhone,129.50.81.193,India,Email,SUCCESS,f4caf620-d1bf-4af0-9c3f-8c92b9274856
f56ab968-cdb2-4bff-80eb-bdf99939dad7,user8,2025-10-06 09:57:16,iPhone,34.132.107.117,Australia,TOTP,SUCCESS,6d42c249-dec7-489d-8e91-1dc6ab86f8a6
5ac41278-56ca-4b39-8d51-83e2cb3e2033,user24,2025-10-06 10:00:23,Linux,122.230.75.249,India,Push,SUCCESS,0f32bb30-6a8a-44bd-a2cb-68737ee5ad80
c85a3b15-870e-44e5-8042-7274d6aa7ec8,user23,2025-10-06 10:13:27,Mac,71.37.194.107,Germany,Push,SUCCESS,2c967d7a-dd50-48f1-a415-b4a5532bd8e8
515f2ded-dc3e-49ca-a3fd-91248863f883,user16,2025-10-06 10:40:14,iPhone,28.66.157.51,Germany,Push,SUCCESS,4464fa59-67b0-4ade-9a4e-2706f34ad62c
04d5953e-0d8c-4896-86fc-91ec477e4e63,user43,2025-10-06 11:22:47,Linux,202.73.207.148,Singapore,SMS,SUCCESS,8eda6310-7c83-44c1-bf06-5db37b0b44ee
b3cc928d-c15f-4688-9d9a-ee1d251d359e,user9,2025-10-06 11:31:26,Linux,60.209.235.188,Germany,SMS,SUCCESS,4ca3f040-88b1-4b1c-9e00-ad8b875759e4
5bd4252e-703b-4e8a-a701-1fc1eea2b94d,user44,2025-10-06 12:03:38,Android,36.138.111.212,USA,Email,SUCCESS,95c9db74-052b-4799-af38-bad2352fb5fb
5816d7bf-0ae7-4777-a46e-a58db5ebea18,user10,2025-10-06 12:06:20,Linux,203.43.32.57,Singapore,Email,SUCCESS,ca0efd8d-faeb-4a30-b0b7-c98fdedd1326
de84b20f-6061-40c6-a878-d1c2481c10b7,user16,2025-10-06 12:21:13,iPhone,127.178.160.139,UK,Push,SUCCESS,61f8048f-bfa5-4475-963b-94e78869f03d
f11b3f34-6252-4615-bf20-075bc06884ea,user36,2025-10-06 12:22:27,Mac,217.38.185.150,Japan,Email,SUCCESS,2ebc1868-9b90-4d04-abf9-38870c02bdd3
f9400e92-4b0d-402a-8f52-6bcf9cd108d2,user38,2025-10-06 12:39:41,iPhone,142.183.213.67,Brazil,SMS,SUCCESS,a86576a8-2245-4570-9a9e-e29e6463d3df
3d928bdd-c99d-4b92-bca7-277d1d72477f,user3,2025-10-06 12:55:16,Mac,157.171.185.23,UK,Push,SUCCESS,e8c66ad7-29e6-4d7e-ae57-36adaf1f268d
5da1d539-731a-499a-96a1-10522cabea2d,user34,2025-10-06 14:27:41,Windows,63.123.9.236,Brazil,SMS,FAILED,
461eb3aa-0e63-4dc7-a5d7-4853c4079796,user15,2025-10-06 14:40:52,Windows,179.175.53.94,USA,SMS,SUCCESS,3fb68030-9633-4cf4-9756-9d7eed77c95d
8be2dfc9-d5bf-4543-9cc8-979bea539b3a,user6,2025-10-06 15:37:52,Linux,29.175.231.228,USA,TOTP,SUCCESS,2119e7d9-482f-439d-a073-d880d1cced45
1d58b8dd-7883-48f5-822e-2a611e425daf,user43,2025-10-06 16:14:03,Mac,248.92.123.164,Australia,Push,SUCCESS,622a6c9c-5d4d-417b-946f-f53374d9572a
630923e5-3fcb-448d-a8f0-206fc130117c,user31,2025-10-06 17:16:44,Mac,77.100.26.82,India,Push,SUCCESS,5a4561c3-3c60-4e77-9ee6-b359f3d2fa68
b7c59cb5-82b2-4924-8343-359b94d1c6cb,user39,2025-10-06 17:43:16,Android,73.69.226.169,India,SMS,SUCCESS,c423a1ea-064e-4d61-811c-7414c98db448
aca9930a-7238-4cde-ac78-d6c0cc42f938,user21,2025-10-06 17:46:31,Linux,150.91.79.46,UK,SMS,SUCCESS,46b8fe6e-8732-45a7-b865-91ed651b4134
f60600fb-3b8b-406e-bf68-1d075249ace3,user14,2025-10-06 18:22:11,Linux,177.61.13.191,Brazil,Email,SUCCESS,c3cdca3d-089f-4483-a256-b00e514d8e96
a8018428-0493-4985-b43e-a37124f71be0,user44,2025-10-06 18:26:24,Android,98.162.150.61,Brazil,SMS,SUCCESS,697eb442-08bd-45f9-b4bf-413d24a9cdd4
7709ca1a-b792-459a-8c6d-a78befa07011,user20,2025-10-06 18:48:37,Linux,161.78.61.255,India,SMS,SUCCESS,763be61f-6d1d-4012-ae92-ffc49382419d
635739d8-e51d-41d9-8d02-43dbdd54d988,user20,2025-10-06 18:50:54,Android,12.66.44.16,Brazil,SMS,SUCCESS,5b232822-1f1e-4bc2-9096-1ac26b6d2959
35520e86-243c-4c4d-b9b8-5fcc58517175,user40,2025-10-06 20:14:47,Mac,204.36.92.230,Japan,Email,SUCCESS,bc305362-285d-4646-9732-eb7c0a11e0ce
1df0f484-d903-46b8-beac-f80a058ed3bb,user9,2025-10-06 20:51:32,Mac,2.137.142.106,Australia,TOTP,SUCCESS,855136fa-ebb1-4af5-ad37-8cde1bb58205
caa4363c-1f38-4561-8499-f078cd438902,user3,2025-10-06 21:28:17,Android,71.191.50.89,USA,TOTP,FAILED,
264baa19-9581-470f-a344-983f896afc8b,user45,2025-10-06 22:51:12,Windows,164.96.118.21,Germany,Push,SUCCESS,7d87ece3-6db6-4bb1-bf3a-27b01bdb85c7
44f34d27-62d7-4b2f-bdd4-f950b4889b39,user22,2025-10-06 23:06:49,Android,14.169.254.75,Australia,TOTP,SUCCESS,40ef062f-ccd6-41c9-bf8d-04b5f9b511b9
8d619c47-a863-4c3e-a746-3ea19ce40fb8,user15,2025-10-06 23:35:17,Android,141.1.212.24,Brazil,SMS,SUCCESS,7edf09ca-cafc-489c-96a5-de18e8ac62a3
5086a475-b6e5-4603-a170-519e49e70e33,user21,2025-10-07 02:11:29,Windows,210.61.59.83,Singapore,SMS,SUCCESS,5c957664-38e5-4b40-8d57-c3d065079fd6
12be2406-0691-41b0-9b2b-ef20a72bef99,user44,2025-10-07 02:31:53,Mac,59.162.198.177,Germany,Push,SUCCESS,e2d0c36e-14cd-4883-9e69-fafb620b036f
ed29596b-05b9-4f1c-8177-0ba43d511045,user4,2025-10-07 04:14:04,iPhone,244.61.219.93,India,TOTP,SUCCESS,1cf53cfa-7289-485e-9a8e-60462a390680
7a8dfd25-88d5-4936-9572-750e46509c5f,user34,2025-10-07 05:03:39,Windows,135.85.234.146,Brazil,Email,SUCCESS,3d769e06-cc2e-4c47-bc18-3b2649619dde
439cfb87-8c61-4035-96d4-92ec45504ed7,user34,2025-10-07 06:34:05,Windows,14.163.254.37,Australia,Push,SUCCESS,8a0c4498-27ad-49fd-93be-f562da92fc04
2f487e27-0408-4b64-8953-966a30ca40a6,user30,2025-10-07 06:34:35,Android,161.76.71.223,USA,SMS,SUCCESS,88b26a7c-9cf6-4f9e-8616-db91a49fd987
fb0645a4-08fe-44c1-956a-223e8022cc7b,user40,2025-10-07 06:39:59,Linux,219.221.234.175,Singapore,SMS,SUCCESS,aa067932-9645-480a-8ee2-bf82f0a0f35d
c47836bc-56c4-4031-b36e-eb479c5d489d,user41,2025-10-07 06:47:15,Android,90.150.159.213,India,Email,SUCCESS,ba51fddd-0f47-4764-9909-deccc0ceaf1b
f264c866-9489-4f7b-a508-d36462108778,user31,2025-10-07 08:18:04,Windows,67.239.146.220,Germany,Push,SUCCESS,752804e3-c900-4551-8310-7d5adf16b4a4
69abed0c-a05e-47f2-a36e-a344d974cadf,user31,2025-10-07 08:31:43,Windows,234.227.5.69,Australia,TOTP,SUCCESS,3f62d403-060b-4bfb-84dc-ce05366cdf9b
3883358e-9ac7-412a-a30c-c8f8fabcefc9,user38,2025-10-07 08:40:45,Android,203.26.64.162,Japan,TOTP,SUCCESS,8be28be7-b2e4-426b-ab8a-e2e130594712
7ee96da8-dd25-4242-bcb1-6d01340daf1c,user43,2025-10-07 11:30:05,Linux,140.193.209.199,UK,SMS,SUCCESS,01aedaad-2b63-4d5d-a0e2-14d9ee62a3ec
a50cd827-32b3-4249-9e29-deec602c0450,user43,2025-10-07 12:03:55,Android,110.188.114.134,India,Push,SUCCESS,da1e3573-99e0-4be6-9fe4-71a4beb0d6be
3922d5fd-a01d-4574-8760-ff64472a5c52,user23,2025-10-07 12:32:40,Mac,203.32.229.164,Japan,Push,FAILED,
ac3a88f3-919b-480f-afa1-efdd907ebb20,user35,2025-10-07 14:45:05,Linux,174.114.60.156,India,Email,SUCCESS,c3634a2d-b02e-485e-91cb-aed57db95875
1a05bbd1-62a1-494b-b97a-17ae8226e543,user43,2025-10-07 15:43:49,Android,147.214.59.11,USA,Email,FAILED,
60907c22-29a4-4339-ab85-722648c40ccf,user50,2025-10-07 17:59:52,iPhone,211.42.196.249,Brazil,Push,SUCCESS,b9bd811c-5706-455b-ba84-104a57ab6989
7dc3f442-18a9-4e16-8b1b-52371f0c2601,user17,2025-10-07 20:59:04,Android,163.213.71.214,India,SMS,SUCCESS,9063fabd-4578-42b7-9bad-04b3512c84c2
7a35a22a-b167-4263-9cdd-e35bc57403fa,user3,2025-10-07 21:43:02,Linux,162.201.221.155,UK,SMS,SUCCESS,c6c82d58-b296-4f5f-b050-b98450c4ac2f
9c4a86b4-863f-4b59-94f3-1045697617f7,user47,2025-10-07 21:44:57,Mac,206.197.222.244,Singapore,TOTP,SUCCESS,1604a480-d3b1-4c4e-9043-28247906737c
29bde3d5-8105-45d4-a380-642b80d67c42,user13,2025-10-07 22:26:08,Android,52.207.34.88,Australia,Push,SUCCESS,a5a374b7-7815-446f-b5e1-c9f60cb1d64d
5e17208b-1ae5-4cc1-bf89-bf7aaa1517ef,user15,2025-10-07 23:29:38,Mac,97.225.164.66,India,TOTP,SUCCESS,390ec63f-0f88-4f22-8882-79a93c83bc37
d2239c82-6c57-45a9-af16-fbad8285eb64,user36,2025-10-07 23:37:39,iPhone,203.29.149.168,Japan,SMS,SUCCESS,1e19c484-1492-488c-9b67-ab46c57be98a
3057f7bb-432f-4f7a-8c8f-52ee883bb017,user7,2025-10-08 00:33:46,iPhone,9.33.18.61,Germany,SMS,SUCCESS,8e3fec7b-511e-49f9-9c01-003e5a39f878
a11b3235-a8dc-4c4f-ae9f-d31f7817fc93,user23,2025-10-08 01:22:23,Mac,67.245.209.68,Brazil,Push,SUCCESS,d81b4331-d84d-45a6-bb39-b410b27d82ab
