event_id,ts,user,group,action,initiator,ip,request_id
64513fff-ec17-4ac5-9d6d-b2da82260685,2025-10-07 11:36:22,user1,DBA,add_member,svc_saviynt,156.177.210.210,
479095d7-c2b2-43b4-8b65-0b90f52cf00a,2025-10-07 22:25:43,user4,DBA,remove_member,svc_saviynt,50.80.237.130,
960a877c-9715-4245-bc48-813ef20f1a04,2025-10-08 01:10:46,user27,Contractor,add_member,svc_saviynt,184.35.57.189,
c9c2df0a-6d54-4e45-a2bd-317d52dc0875,2025-10-08 03:27:56,user3,Workday,remove_member,svc_saviynt,167.204.78.102,
ab48b914-0d95-44be-a28d-f5e912e728e0,2025-10-08 04:22:00,user33,Contractor,privilege_escalation,iam_service,215.143.243.206,
f5e6d20b-c6c0-4a95-8eb7-1d7c9718db40,2025-10-08 19:01:10,user38,DevOps,remove_member,svc_saviynt,206.205.220.100,
25096e65-4eca-432c-a58d-2b8286939b73,2025-10-08 20:30:10,user39,DBA,privilege_escalation,iam_service,215.153.135.237,b76ee81f-d21f-489a-a81f-04e7f0f8ed31
72878f3b-1ebd-4b50-8e86-2f83b91234fa,2025-10-09 02:38:38,user10,Finance,remove_member,svc_saviynt,178.122.208.116,
cfc3f5d7-f9d2-43a2-8f8c-4a3b2541095c,2025-10-09 06:48:59,user8,HR,privilege_escalation,iam_service,254.14.1.121,c6d66ac6-92de-4c90-8ec3-ed962205cfb2
3ae3add4-63e7-475a-a489-3845b51a78a1,2025-10-09 14:39:45,user43,Finance,privilege_escalation,iam_service,84.83.156.56,
59b46f87-afc6-49a5-8089-418aa622dc3a,2025-10-09 17:28:19,user8,Finance,privilege_escalation,iam_service,31.213.198.12,a3b477cd-e51a-4ab7-b263-c5e202647f6d
bac7df00-837c-449f-97b4-08c002b20a26,2025-10-09 18:12:06,user13,Contractor,add_member,svc_saviynt,212.77.11.145,
03ea6c50-7e0b-4367-9164-326d57e79197,2025-10-10 05:31:02,user36,Finance,remove_member,svc_saviynt,173.17.37.179,
42d72f25-7215-4a61-a108-afa78b34d40d,2025-10-10 09:22:58,user16,DevOps,add_member,svc_saviynt,42.134.209.177,
dcb5e618-17d8-41cf-9885-56f13720e022,2025-10-10 11:53:22,user17,DevOps,privilege_escalation,iam_service,143.198.118.100,
8dba0a1e-43e4-43f5-ba71-ad966954e28d,2025-10-10 14:11:15,user38,Workday,privilege_escalation,iam_service,149.22.165.60,20ee417d-cf99-459b-ada3-38197c0660c8
e3668458-3a51-4a82-9c95-2904173ea333,2025-10-10 14:53:15,user8,DevOps,add_member,svc_saviynt,174.176.236.212,
49905a2b-b013-4af6-90b4-0874ede13a18,2025-10-10 16:57:00,user9,Workday,add_member,svc_saviynt,167.10.220.246,
b1d1c456-8108-4963-9ffb-7809d40d92c3,2025-10-10 21:14:18,user40,Workday,add_member,svc_saviynt,203.148.84.67,
3e3e07f6-c0c8-4e08-9364-c6e4b1ad21b0,2025-10-11 10:32:17,user7,DBA,remove_member,svc_saviynt,209.111.40.107,
636ecbf3-7848-417a-928a-80ccdccb4da1,2025-10-12 03:03:44,user22,Workday,remove_member,svc_saviynt,204.157.57.218,
743e725b-4a69-42de-be9f-6383fe68c59a,2025-10-12 16:16:00,user28,Contractor,remove_member,svc_saviynt,229.54.24.88,
4c76b400-060c-4a51-a51a-cae1a072c054,2025-10-12 17:17:20,user23,DevOps,remove_member,svc_saviynt,205.119.206.13,
86a4e585-26e9-4ec6-ae02-61b575e851e9,2025-10-12 20:51:12,user3,DBA,add_member,svc_saviynt,65.125.103.120,
cac4bcd9-93eb-4d58-b8d8-0ae97206df19,2025-10-13 12:40:58,user29,DevOps,remove_member,svc_saviynt,69.183.134.183,
7362e37a-e2d8-4535-bc46-6e789f2e7d1d,2025-10-13 18:58:24,user16,Workday,privilege_escalation,iam_service,202.101.211.33,6616041d-beb3-4ba3-b1ab-8ae47fc271e7
fea1a6d6-0687-441a-b7ff-85c9bad747de,2025-10-14 01:20:02,user17,HR,privilege_escalation,iam_service,199.151.192.179,9812fce7-161c-40de-a265-28aedb30a13f
3489fba8-7aa4-40ca-b143-e32477f2ab7a,2025-10-14 05:19:20,user31,DBA,add_member,svc_saviynt,218.215.53.36,
ada8b0eb-cc02-4503-b7f8-9d6038b0e7bc,2025-10-14 05:19:47,user21,Contractor,privilege_escalation,iam_service,218.213.196.208,2264efba-5781-4db7-a183-b63bad14b142
a53dfc5e-bad3-4c41-ab3f-e3d44f1342a7,2025-10-14 07:13:23,user27,HR,add_member,svc_saviynt,214.115.146.199,
ab8b789d-c17e-4612-807a-a42384064233,2025-10-14 11:32:04,user15,DevOps,remove_member,svc_saviynt,205.102.34.205,
77023d8d-ba81-4138-9d7e-0d72c5eb3520,2025-10-14 14:59:20,user50,DevOps,privilege_escalation,iam_service,135.195.170.221,
e662dfd7-7038-40cd-8ce3-245232e3946a,2025-10-14 21:08:00,user50,Finance,remove_member,svc_saviynt,52.89.235.247,
5bc97e21-5389-4311-ba63-b9a144251339,2025-10-15 10:24:34,user38,Finance,privilege_escalation,iam_service,204.216.36.33,b9bfb837-92c4-48d5-8711-ee04b399e0f8
9de56159-81ab-431f-bf3b-72b48af3dbac,2025-10-15 11:42:37,user3,Workday,add_member,svc_saviynt,97.77.96.7,
9d09ba32-a545-45de-9554-34027a756fee,2025-10-15 14:18:04,user24,Contractor,remove_member,svc_saviynt,212.15.26.155,
059b7e2a-5cb7-470a-9acf-5aec76bda84f,2025-10-15 17:18:09,user18,DBA,remove_member,svc_saviynt,210.91.237.41,
817a767d-dfee-4e26-95e6-df96011780e2,2025-10-16 00:26:18,user23,Contractor,add_member,svc_saviynt,104.93.115.106,
e2a86089-3d59-4400-9c28-6eeff4c9d733,2025-10-16 00:27:04,user15,Workday,remove_member,svc_saviynt,29.49.233.41,
a1126b51-2171-4e01-9421-e0fb70dc4cbf,2025-10-16 05:58:08,user33,HR,remove_member,svc_saviynt,120.7.12.154,
50e76c00-fff4-48f7-8b14-44d19f14cbad,2025-10-16 06:28:18,user3,DevOps,remove_member,svc_saviynt,65.121.208.173,
d9405ee2-f436-49a4-919b-4632672ef36a,2025-10-16 22:58:48,user38,HR,add_member,svc_saviynt,31.245.202.166,
6dcec241-25a5-4f88-8aba-1b0d4686ba18,2025-10-17 00:25:41,user17,Workday,add_member,svc_saviynt,161.44.131.136,
87f61bb5-53d7-4be9-8a4f-1e6e903aa3c7,2025-10-17 01:15:37,user43,DBA,add_member,svc_saviynt,116.177.178.5,
9fd08363-76cf-423e-9dbc-28d9cd458d32,2025-10-17 10:18:11,user10,DBA,add_member,svc_saviynt,39.186.19.73,
f3992000-7cc0-444b-a1e4-b924a24fd253,2025-10-17 16:53:51,user38,DBA,privilege_escalation,iam_service,204.113.174.92,512bf92f-6267-44c7-a87d-c925b6a92065
6bad4869-9a10-4987-bc51-e14bfc8cc3e7,2025-10-18 01:58:44,user1,Workday,remove_member,svc_saviynt,230.43.61.5,
3ae1484e-10e1-4164-9f37-6cb347283150,2025-10-18 03:04:52,user30,Workday,add_member,svc_saviynt,204.71.242.22,
2bfe7f59-1d02-4077-ab35-75a4b267320a,2025-10-18 03:07:36,user4,DBA,privilege_escalation,iam_service,233.99.228.168,e9acb8dc-11af-4ad8-94dc-1b6fd2bb69fd
215e519d-d4c8-4e5c-b674-2b7e424180c9,2025-10-18 06:58:50,user20,DBA,add_member,svc_saviynt,37.238.132.20,
9e00c126-ee28-4be4-9d71-2147ac34efc1,2025-10-18 10:39:26,user29,HR,remove_member,svc_saviynt,96.9.137.45,
e282278d-1375-4ec5-b0f9-1082c775a3d8,2025-10-18 23:02:47,user24,DevOps,add_member,svc_saviynt,99.57.253.243,
1329a094-0b43-457c-9cf4-0039d3cf3012,2025-10-19 05:37:52,user46,Contractor,remove_member,svc_saviynt,150.107.156.106,
ba32b738-086b-4177-a58d-ac007b2c527e,2025-10-19 15:58:14,user9,HR,add_member,svc_saviynt,78.161.84.167,
b2bd1ead-19c0-49c0-b37e-b9f7f271e5be,2025-10-19 21:07:03,user7,Contractor,add_member,svc_saviynt,106.191.103.108,
5d71a6d5-6bc9-4604-a440-3829678b49dc,2025-10-19 23:16:48,user1,Contractor,privilege_escalation,iam_service,137.32.200.119,5ec3fbb0-8551-48bd-bbae-aa6d14c5f1ff
9bc5ce2f-da4a-4cd2-902b-5d36e8e59cfc,2025-10-20 02:40:50,user4,DBA,add_member,svc_saviynt,201.16.140.65,
bb4d107e-7dfc-4c92-81ee-08a7bde49265,2025-10-20 21:10:18,user49,Contractor,add_member,svc_saviynt,200.239.136.122,
3091df43-44a3-4a45-a254-feead6879c0f,2025-10-20 22:58:31,user44,Finance,add_member,svc_saviynt,199.249.111.104,
3b498716-b871-4b36-a176-82b15e21fc8f,2025-10-21 05:46:30,user8,DevOps,privilege_escalation,iam_service,219.215.52.96,7f87cd67-a4cc-4db4-b723-7735af8ec4b1
ed52710a-38e2-45b1-be1d-4971cf150e80,2025-10-21 15:59:04,user42,DevOps,add_member,svc_saviynt,208.239.97.101,
99be37b3-1481-407a-bde5-fca927b513e2,2025-10-21 19:53:59,user27,Finance,add_member,svc_saviynt,75.12.245.160,
45a88491-cb9e-43f2-be3c-fb415eb730d2,2025-10-21 21:12:09,user5,Workday,remove_member,svc_saviynt,205.212.227.39,
236d4b9b-fcf6-4b66-9817-d08aca840b22,2025-10-22 09:48:47,user23,DBA,privilege_escalation,iam_service,28.88.53.115,
2042abd0-6ff6-4167-9e05-fdd9697057b4,2025-10-22 09:49:13,user31,Contractor,privilege_escalation,iam_service,19.109.185.163,980e07e4-d144-4108-ba59-fa5c2a10374a
13f41036-b0a2-42a2-a03c-bc6e2a29a920,2025-10-22 19:44:08,user29,Contractor,remove_member,svc_saviynt,213.49.186.26,
f5756269-2720-4022-9782-2b40f1fa8479,2025-10-23 05:28:37,user35,HR,privilege_escalation,iam_service,212.193.205.58,d320074d-1f8d-4a8d-9be0-5d38efb2846e
69193ca5-67bd-4abe-9521-45ac058102ff,2025-10-23 12:04:17,user12,Finance,privilege_escalation,iam_service,2.223.201.43,
9f5a5de4-aea9-44df-8be5-9a84a48cca30,2025-10-23 15:39:07,user3,Workday,privilege_escalation,iam_service,216.249.114.52,3d19837a-c819-4fc5-aeed-111e85b2177b
2e01dbb6-9360-4ca2-a196-04796879a9ef,2025-10-23 23:34:23,user28,DBA,privilege_escalation,iam_service,201.131.186.80,53c810ba-f7d2-45b4-9eb3-14ee943ece9e
d5ffcd78-15c3-4ed2-9e99-49ab2bc4e78d,2025-10-24 04:36:29,user26,Contractor,add_member,svc_saviynt,65.179.206.70,
4e533048-9328-4b76-b880-728e6274e170,2025-10-24 11:46:37,user49,Finance,privilege_escalation,iam_service,227.36.186.104,25164d57-00b3-4fce-9b29-610dad70bedd
d1ccb7a2-568b-420c-ad8e-74d24ac41508,2025-10-25 07:04:57,user15,DBA,add_member,svc_saviynt,205.178.84.181,
f03bf4b6-b917-43eb-bcd5-d7acaba61f21,2025-10-25 08:47:28,user26,HR,privilege_escalation,iam_service,121.160.51.228,5e2b1b47-b4ed-47fe-b1c2-f3ebbbd02a02
19cd81f8-7a66-4a12-8ee2-74047e6b6e3d,2025-10-25 10:12:54,user3,DevOps,remove_member,svc_saviynt,202.163.104.225,
2a34cea7-b579-40a9-956e-e2479a68d994,2025-10-25 12:11:12,user24,Finance,privilege_escalation,iam_service,205.132.66.122,
8cf31b0d-295c-4e5f-95c1-263c73a4e06a,2025-10-25 13:41:29,user23,HR,remove_member,svc_saviynt,13.65.1.111,
2d7258e2-5583-4674-b947-de586b27dfa6,2025-10-25 23:28:56,user21,Finance,privilege_escalation,iam_service,66.166.155.128,977d04d1-e85b-4b15-b742-03fad1963760
88dc031b-2ddb-4dd5-90a1-a1f6bcf6bd25,2025-10-26 05:48:08,user9,Contractor,add_member,svc_saviynt,137.165.67.186,
be63acc1-d28e-4624-ab16-6851ce664faa,2025-10-26 11:05:00,user40,Workday,remove_member,svc_saviynt,215.7.151.36,
685e1d54-1b5b-43a3-aa72-8a8841fe5d5a,2025-10-27 03:32:08,user45,Workday,privilege_escalation,iam_service,167.63.231.244,3db91b1b-ca3a-4f36-bc5b-39054c2e64e9
81917ab4-ac58-4410-a95f-631790e67444,2025-10-27 07:19:40,user30,Contractor,privilege_escalation,iam_service,102.233.167.149,8d6d0b8b-cb73-4338-987c-ae2958e30fdd
698d5103-0a7a-4d98-95a6-dc763f39ced1,2025-10-27 10:05:48,user25,Finance,remove_member,svc_saviynt,161.128.251.136,
786e34c5-7096-49d4-a2cc-79f6f7019a49,2025-10-27 10:36:13,user37,Contractor,privilege_escalation,iam_service,186.249.35.120,342a389d-bc1f-465d-ab71-6269d1b6be9a
9acaa2de-e1aa-474f-92bb-de6e52c5ee54,2025-10-27 13:34:11,user36,Contractor,remove_member,svc_saviynt,185.186.217.136,
ca9ca4bf-fb66-4f6a-adf4-302436205053,2025-10-28 01:22:40,user6,Workday,privilege_escalation,iam_service,135.40.171.175,69bcda38-b872-4376-a01f-6ba49da86ce3
0296e04b-76b2-44ef-a1bc-fd4a41c829ad,2025-10-28 06:07:23,user13,DevOps,add_member,svc_saviynt,212.10.120.22,
fc67c8dd-8d69-4589-be46-cb6f1f969e7c,2025-10-28 07:56:39,user33,DevOps,add_member,svc_saviynt,205.69.131.59,
605778e6-756d-481e-b106-aede446a9d56,2025-10-29 05:19:35,user15,Finance,privilege_escalation,iam_service,21.85.166.63,ed51d483-4921-415b-a0da-e0550109e071
af0e2984-5542-4e98-9979-41981a2b20f4,2025-10-29 08:49:40,user10,DevOps,remove_member,svc_saviynt,10.21.16.151,
95260d69-6b42-43b5-85e0-3b71ce57076e,2025-10-29 10:49:12,user48,Workday,privilege_escalation,iam_service,14.117.105.199,
b93ea391-cf54-4a2c-92e6-41aaf966800c,2025-10-29 11:43:38,user2,Finance,privilege_escalation,iam_service,214.54.191.38,c7eb3396-3b92-48f5-a887-07c4ee0ae05f
2dd25599-c73b-4392-a0dc-769a17160a40,2025-10-29 13:36:54,user14,Workday,privilege_escalation,iam_service,219.179.23.137,
51d6bf21-bf3c-4873-9fb5-44308cec20ad,2025-10-29 18:37:16,user26,DBA,remove_member,svc_saviynt,121.195.62.137,
e95a7683-6730-4b81-bd7c-d67834659789,2025-10-30 02:22:56,user2,Contractor,add_member,svc_saviynt,27.106.44.10,
07d9f39f-d08e-4214-bb92-42ad903f7fa1,2025-10-30 14:39:32,user43,Contractor,remove_member,svc_saviynt,71.87.239.151,
cf03366b-0fd2-434c-84f4-16687f3b5c63,2025-10-30 22:15:53,user46,Workday,remove_member,svc_saviynt,218.213.207.89,
7a5e7e72-d940-4648-803a-bbf88ff229f0,2025-10-31 01:50:21,user18,DevOps,remove_member,svc_saviynt,218.106.252.20,
278008f8-fa83-47fe-93d2-fa6063d88617,2025-10-31 03:57:08,user37,Workday,remove_member,svc_saviynt,67.197.37.104,
c1f1756a-89ac-42b1-85e2-67c5ae4a694c,2025-10-31 14:01:09,user44,Workday,add_member,svc_saviynt,205.237.58.37,
64035e95-7761-4fc8-8ed4-728ddfd0b601,2025-10-31 14:54:05,user39,Finance,privilege_escalation,iam_service,195.242.116.244,
4f685bb4-7a3e-4d0e-90f4-4b66d1e9a942,2025-11-01 02:31:32,user30,Finance,remove_member,svc_saviynt,200.60.113.85,
5ca9cb30-8ad1-476c-b477-85089c8ee419,2025-11-01 05:10:29,user36,DevOps,add_member,svc_saviynt,211.97.149.184,
85ffb7e6-864d-49e8-ab4a-71a68cdc46d4,2025-11-01 12:40:50,user37,Contractor,add_member,svc_saviynt,130.106.88.115,
97b476e3-23a4-4281-b560-30db6ffb79d9,2025-11-02 13:27:50,user49,DevOps,privilege_escalation,iam_service,161.37.13.187,
18d6fe9c-49a8-4f4e-9a60-025994c28a6a,2025-11-02 16:27:35,user18,DevOps,remove_member,svc_saviynt,45.248.144.164,
ba91f29d-49d5-4325-9bb4-c0056671e384,2025-11-02 18:51:17,user31,DBA,add_member,svc_saviynt,16.208.180.186,
addc80be-d9ca-41d7-af27-9108064e6782,2025-11-02 21:13:49,user2,Workday,remove_member,svc_saviynt,141.139.186.104,
8a8931ca-7c5e-4c3a-9176-4d33594d343c,2025-11-03 03:50:55,user7,DBA,remove_member,svc_saviynt,207.235.73.128,
d01f00d7-b29f-44e2-8250-7254f7113847,2025-11-03 21:07:58,user28,HR,remove_member,svc_saviynt,7.190.25.252,
068e3a01-b218-49d4-b14c-0717fc3b1e5a,2025-11-03 23:24:03,user12,Contractor,privilege_escalation,iam_service,213.207.197.214,2d32c768-d1fc-45ca-9a91-892ddc7a0dac
662ae497-df7f-4cde-803d-04ca67445943,2025-11-04 01:18:36,user5,Contractor,privilege_escalation,iam_service,196.235.51.24,484016ce-7d8c-41f2-8210-b3481061a88a
f024c824-9075-4721-94a9-b09c9531e57a,2025-11-04 01:32:18,user11,DevOps,privilege_escalation,iam_service,32.239.165.172,
aef09cdd-6c6c-4ae3-8f66-b62fb81ebcf8,2025-11-04 06:48:46,user17,Finance,privilege_escalation,iam_service,49.1.147.91,53eb2470-ba66-4ff5-9bf3-a6036ab5abb3
c7b21384-9376-4a19-8165-9deadcde3231,2025-11-04 10:57:41,user46,Finance,privilege_escalation,iam_service,74.225.59.208,
dd1ec980-6911-4561-9253-85e23652c7d7,2025-11-04 23:32:27,user8,Contractor,remove_member,svc_saviynt,20.52.238.89,
189e73cb-bfcb-45cb-9fdd-c86442de89ed,2025-11-05 07:06:33,user16,HR,add_member,svc_saviynt,200.243.243.168,
c9befcf6-db8c-4e80-8293-df2efbddd2d9,2025-11-05 21:09:06,user34,DBA,privilege_escalation,iam_service,187.11.142.183,e4c02114-af61-4266-aea9-b42b2a9fc72c
ce15faf0-54bc-43da-8976-80aceb65d15b,2025-11-06 12:06:28,user11,DBA,add_member,svc_saviynt,212.57.218.137,
d257153a-d67c-41c7-9fe5-5de48c20f6a2,2025-11-06 16:23:44,user4,Finance,privilege_escalation,iam_service,122.204.134.120,7f4bd8f8-adf3-4efa-97ff-77c5dbf502c8
e4b6ec60-3f78-4319-9f2e-1219e2e46807,2025-11-06 23:46:28,user12,HR,add_member,svc_saviynt,171.102.192.97,
5a6bf459-3c05-4442-956f-4b6c23d5c9c5,2025-11-07 07:01:36,user13,HR,add_member,svc_saviynt,131.222.234.116,
501fcb31-b90e-417c-93bf-1ae08e03226b,2025-11-07 08:58:27,user21,DevOps,remove_member,svc_saviynt,211.44.113.161,
f95c9d30-9835-4bc3-86ea-b70bdabdae9a,2025-11-07 11:10:09,user45,Contractor,remove_member,svc_saviynt,231.178.145.157,
57d64ea9-9709-4a8a-b983-5498eba1c7c3,2025-11-07 11:14:59,user46,Contractor,remove_member,svc_saviynt,200.153.133.217,
4974c47b-99dc-45b6-9045-15d64f820ac6,2025-11-08 20:17:09,user38,Contractor,add_member,svc_saviynt,10.75.176.164,
8b24e79c-4836-4d23-9630-ad050ca43193,2025-11-09 00:22:18,user21,Contractor,add_member,svc_saviynt,56.187.182.33,
e3ef4ed7-87c0-4084-8592-35c6b3e6c7ab,2025-11-09 06:31:38,user5,HR,remove_member,svc_saviynt,21.87.13.44,
18cf7ab2-a9af-45f2-9c9c-3f9cc0d6d867,2025-11-09 19:57:09,user10,Finance,privilege_escalation,iam_service,209.180.93.63,aac94f2a-168d-450a-b0b2-177011aa9c99
c5da6138-1bcd-4464-9df6-c7c36a3dcc3e,2025-11-09 23:07:31,user50,HR,add_member,svc_saviynt,128.12.62.227,
d38bf708-13ba-46d2-8326-4af65452faf1,2025-11-09 23:35:04,user28,DBA,remove_member,svc_saviynt,218.81.10.119,
8e462c50-f2c9-4752-805c-a64525547cb0,2025-11-10 11:02:21,user30,HR,privilege_escalation,iam_service,187.42.240.23,
ae6e37a7-ab17-4828-9311-9b454d2eac66,2025-11-10 14:12:43,user47,DevOps,privilege_escalation,iam_service,211.249.211.219,5700cae1-3fcb-43fd-8045-cf86217de7a9
8d9f4d60-45c7-4e2c-b621-67ffcf1611cd,2025-11-10 20:18:38,user12,Finance,privilege_escalation,iam_service,206.47.95.184,6aabf794-05b9-4c48-8442-99139fc97c81
57e5172b-7710-46eb-ad7f-bc79db54140c,2025-11-10 21:11:41,user36,Contractor,remove_member,svc_saviynt,91.243.193.96,
3c1ef65f-ab6f-4dc7-ae78-cc770a9f6c66,2025-11-11 04:34:19,user19,Finance,add_member,svc_saviynt,178.95.78.199,
c7f2a501-24fe-45d3-b70a-6576a9dbc4e9,2025-11-11 19:14:20,user32,DBA,privilege_escalation,iam_service,209.76.50.31,
c5a2da84-c9e6-4f86-9f4a-3785c3673a09,2025-11-11 20:15:36,user36,Contractor,privilege_escalation,iam_service,213.86.50.15,b09652bf-7cae-4394-8179-65991dabd0a4
e1af262d-315f-40c3-804f-e070ba0c1020,2025-11-12 06:29:18,user42,DBA,privilege_escalation,iam_service,110.200.217.5,4d30ffa7-3086-413f-ab81-ff4a34fafd3a
7e80f45a-a775-4c2f-97a9-0436e5d16788,2025-11-12 09:51:08,user15,DevOps,add_member,svc_saviynt,205.39.205.125,
a643e2e4-0817-4832-b012-1a4f765a5bb4,2025-11-12 13:01:44,user40,DevOps,add_member,svc_saviynt,242.56.156.155,
c3317fa9-a882-4f70-bbb2-9201dc9d86f0,2025-11-12 19:30:07,user29,DBA,add_member,svc_saviynt,55.19.40.107,
9046d5da-6098-4f9f-b1fc-c92fde0e4238,2025-11-12 20:23:25,user44,Workday,privilege_escalation,iam_service,217.174.164.204,
23c034f2-1bff-4e67-9fe6-3431c36d48a0,2025-11-13 00:40:21,user35,Workday,remove_member,svc_saviynt,76.170.197.76,
14427de2-e3dc-4914-af2f-e26379b06ad8,2025-11-13 10:46:33,user5,Workday,privilege_escalation,iam_service,51.229.19.77,658bc845-297b-4b04-9018-4421a3ee93bd
9f943f08-b312-4ced-b923-8a4988eac712,2025-11-13 13:12:06,user21,DBA,add_member,svc_saviynt,48.167.236.146,
92b2c438-9b9f-44d0-a139-96f631715083,2025-11-14 13:19:12,user45,Contractor,add_member,svc_saviynt,192.56.80.144,
353e09ea-e5ef-4028-8db7-4d36cf6c3349,2025-11-14 20:02:39,user36,DBA,add_member,svc_saviynt,202.128.233.20,
38741559-ca57-4cc4-b5d3-0c51ef71227e,2025-11-15 01:51:14,user4,Workday,add_member,svc_saviynt,211.132.142.123,
63ddcebf-5069-4eed-bef7-ffd4635ae11d,2025-11-15 08:32:39,user46,Contractor,add_member,svc_saviynt,197.49.207.136,
e0c163db-31d4-41e6-8eca-1cb54f496cfd,2025-11-15 15:20:02,user29,Workday,add_member,svc_saviynt,40.195.243.195,
0485401b-94cd-4f4a-83c2-748b6aa1db1a,2025-11-15 20:48:53,user21,HR,add_member,svc_saviynt,201.120.64.166,
fc1a0d0f-b298-420f-b62b-6efd0182de5f,2025-11-16 00:13:31,user23,DBA,add_member,svc_saviynt,135.75.53.106,
6e6460fb-8278-4b52-a689-3594b2747cde,2025-11-16 03:38:19,user45,DBA,remove_member,svc_saviynt,104.152.196.92,
c00e6463-9c87-4cac-91d0-dd66f3eee34a,2025-11-16 07:48:52,user18,DBA,remove_member,svc_saviynt,86.180.45.188,
5eb85f96-4530-4177-9e0c-d81a3fc4e7f8,2025-11-16 14:57:36,user6,Workday,remove_member,svc_saviynt,218.121.245.245,
2b740b35-3ec4-406f-a4a0-ebcb3b2381b6,2025-11-17 00:49:29,user50,DBA,remove_member,svc_saviynt,77.15.111.249,
56749ff4-165b-4f15-a4d7-bcb31f6b76fc,2025-11-17 14:53:43,user32,Contractor,privilege_escalation,iam_service,194.48.100.90,0e312e9f-0ac3-4764-8b26-ccc13ae29ac2
8d9dd4c5-cf17-4fdc-9434-7b1b3c3ffaef,2025-11-17 21:07:26,user27,HR,add_member,svc_saviynt,186.29.36.154,
b653fcc3-e950-4100-b8af-80efe3c70a81,2025-11-18 00:02:32,user11,HR,privilege_escalation,iam_service,35.209.84.191,
4667a941-275f-49c6-b950-e586ade7b54d,2025-11-18 04:00:19,user4,DevOps,remove_member,svc_saviynt,107.246.14.63,
67287855-2376-495d-801c-c1cc073b6ff8,2025-11-18 07:49:40,user12,HR,remove_member,svc_saviynt,225.254.86.38,
fcc89658-514a-40f5-849b-d2aef2610898,2025-11-18 20:41:23,user5,DevOps,add_member,svc_saviynt,237.173.127.30,
9b79f87d-3104-4401-bd59-762eb55811a5,2025-11-18 23:35:34,user1,HR,add_member,svc_saviynt,13.121.40.217,
