req_id,user,ts,app,role,status,approver,justification
53c810ba-f7d2-45b4-9eb3-14ee943ece9e,user28,2025-10-10 22:16:02,SAP,Reader,APPROVED,user6,Project Work
f08634f1-d84e-4db9-85f2-283d0c58861f,user31,2025-10-11 08:41:52,Databricks,Reader,PENDING,user48,Emergency
dce39cbb-95e8-469b-8b9c-e096b29989f9,user17,2025-10-11 18:58:57,Salesforce,Editor,APPROVED,user9,Emergency
be8f51ce-eb26-4959-972d-00979150cf6c,user16,2025-10-11 20:30:39,Databricks,Reader,APPROVED,user27,BAU
d6de783a-8c3d-4581-a0e1-683af840b183,user47,2025-10-11 23:04:01,SAP,Editor,REJECTED,user29,BAU
f1bb58b5-2a45-48d5-847c-03390768bb6b,user45,2025-10-11 23:53:21,Snowflake,Editor,REJECTED,user36,Project Work
bd0a371c-614d-4102-9be6-993308df75c8,user8,2025-10-12 00:51:57,Snowflake,Reader,REJECTED,user14,Emergency
c845b03d-0cd9-4a6c-b46d-7d2aba778236,user32,2025-10-12 02:49:28,SAP,Editor,REJECTED,user47,Project Work
f1f23ff4-fb26-4adf-93a8-b983d6dfe503,user32,2025-10-12 03:27:43,Databricks,Reader,APPROVED,user26,Emergency
05aad117-c96c-4b0a-94e1-be69227939d8,user17,2025-10-12 06:05:19,Snowflake,Editor,APPROVED,user9,Emergency
8f61fdd4-fe02-4396-b8e2-2e51a4f54b94,user18,2025-10-12 07:21:57,Salesforce,Reader,APPROVED,user50,BAU
80ea0568-78e6-4828-90da-ac0949949351,user39,2025-10-12 11:58:41,Snowflake,Reader,REJECTED,user43,Project Work
8920d329-190c-4281-8363-6c207e82825a,user6,2025-10-12 14:10:29,SAP,Reader,PENDING,user21,Emergency
22c18db3-2d2f-428c-aa16-581eb3f06673,user30,2025-10-12 19:52:31,Salesforce,Editor,APPROVED,user26,BAU
a617ba9c-c2bf-40a7-bca0-c69cf7b2b07a,user18,2025-10-12 20:00:13,Salesforce,Reader,PENDING,user30,Emergency
0a98e4d6-606a-49fb-9b7e-74dd21a77842,user37,2025-10-13 03:02:56,Jira,Editor,PENDING,user22,BAU
8bcf9ce9-4768-4c59-aa77-ee47f46f68d6,user19,2025-10-13 06:36:29,Snowflake,Reader,PENDING,user9,BAU
1c1057fe-1302-4398-a31e-fd2718487b67,user18,2025-10-13 07:43:17,SAP,Reader,APPROVED,user48,Project Work
80af903e-90ac-4904-bfab-6d1fe8545a24,user36,2025-10-13 09:03:52,Snowflake,Reader,APPROVED,user2,Project Work
25164d57-00b3-4fce-9b29-610dad70bedd,user49,2025-10-13 15:18:46,Workday,Reader,APPROVED,user25,Project Work
55307558-5c1b-4689-bee1-b2b3089a369d,user41,2025-10-13 17:47:52,Snowflake,Editor,REJECTED,user3,Project Work
b54114d4-e7e5-4f5d-b013-42d35cdb45be,user28,2025-10-13 19:16:18,Snowflake,Editor,APPROVED,user9,BAU
512bf92f-6267-44c7-a87d-c925b6a92065,user38,2025-10-13 23:34:43,Databricks,Reader,PENDING,user39,Emergency
5ec3fbb0-8551-48bd-bbae-aa6d14c5f1ff,user1,2025-10-14 01:23:27,Workday,Editor,PENDING,user16,Emergency
4cee5891-d2d2-40af-b68d-88326854505d,user49,2025-10-14 05:00:45,Salesforce,Editor,REJECTED,user2,Emergency
f7a1ec62-3d79-4656-bcaa-5c34ede63120,user18,2025-10-14 05:35:14,Workday,Editor,PENDING,user8,BAU
b020f5ef-0f58-4e3a-ac57-33b8d9bd22c7,user10,2025-10-14 09:34:00,Databricks,Editor,APPROVED,user34,BAU
3aef07c2-c775-41fd-b9b2-cdf12b9d4a94,user38,2025-10-14 20:50:06,GitHub,Reader,PENDING,user38,Project Work
d9d3c543-c613-4ed5-ae94-38df532eaf29,user34,2025-10-15 01:59:31,Salesforce,Editor,PENDING,user48,BAU
252c74b3-f2ca-4dbf-a402-3cb95bcb79b3,user45,2025-10-15 11:50:33,Jira,Editor,REJECTED,user21,BAU
b09652bf-7cae-4394-8179-65991dabd0a4,user36,2025-10-15 18:07:35,Databricks,Reader,PENDING,user5,BAU
69643a0d-af4f-44ea-9a28-a7ed58e098de,user49,2025-10-16 01:32:57,GitHub,Admin,REJECTED,user11,BAU
3d19837a-c819-4fc5-aeed-111e85b2177b,user3,2025-10-16 02:34:08,Databricks,Editor,PENDING,user28,Project Work
394e941a-eb5b-47f1-9000-384f5851e633,user16,2025-10-16 05:42:38,Snowflake,Editor,APPROVED,user9,Project Work
c1433c5b-09f3-4c09-9e21-ed18bd950db6,user25,2025-10-16 08:14:27,Workday,Editor,PENDING,user37,BAU
277d01ee-e4b2-411e-b4a4-68912d419654,user28,2025-10-16 10:38:15,Workday,Reader,REJECTED,user15,BAU
a417c8aa-10f4-4149-ac0d-5e38a83f0690,user37,2025-10-16 11:09:24,Salesforce,Reader,REJECTED,user5,Emergency
ae991d53-f99a-4e5f-a629-8387fc24799e,user44,2025-10-16 12:32:25,Databricks,Editor,PENDING,user44,Project Work
cacd43fd-a4c2-4c17-b6da-5a761100dd79,user33,2025-10-16 13:39:20,Jira,Editor,APPROVED,user38,Project Work
884da6ac-68da-4189-b5d3-b16429db4d3b,user30,2025-10-16 13:40:50,Jira,Editor,APPROVED,user29,Emergency
977d04d1-e85b-4b15-b742-03fad1963760,user21,2025-10-17 01:46:09,Snowflake,Reader,PENDING,user23,Project Work
3ce61ba1-75b8-4ebb-96dd-e20da65442bf,user38,2025-10-17 02:29:33,Workday,Editor,PENDING,user8,BAU
5e2b1b47-b4ed-47fe-b1c2-f3ebbbd02a02,user26,2025-10-17 16:27:53,SAP,Editor,APPROVED,user48,BAU
abf2f8a5-ad48-48c7-84c1-ca097da1e4c4,user29,2025-10-17 19:39:19,Salesforce,Reader,REJECTED,user21,Project Work
05ab8665-9ba5-4f59-a3a0-ad56b715d38f,user24,2025-10-17 19:55:29,Salesforce,Reader,REJECTED,user22,Emergency
3fc68a79-0378-4a04-ad13-338646489999,user40,2025-10-18 02:48:45,Jira,Reader,PENDING,user5,Emergency
f1ec4e04-5372-4d8a-ad2e-3e8e813410ca,user25,2025-10-18 09:41:35,Snowflake,Editor,PENDING,user32,Project Work
051600c1-228e-4e7c-8fb4-1528d68dbe28,user18,2025-10-18 11:29:12,Databricks,Reader,APPROVED,user12,Project Work
3db91b1b-ca3a-4f36-bc5b-39054c2e64e9,user45,2025-10-18 13:35:18,Snowflake,Reader,REJECTED,user49,BAU
7a6c0586-a0fc-4ad5-a3e0-01ce37989267,user33,2025-10-18 19:55:55,Workday,Admin,REJECTED,user35,BAU
20b72f3b-7c7b-47cf-a5ae-eddf4ac6d161,user33,2025-10-19 02:53:17,SAP,Admin,PENDING,user35,BAU
285b9f7c-851c-43d9-98c4-a29939c3551a,user9,2025-10-19 09:33:31,GitHub,Editor,PENDING,user1,Emergency
14f6a1d6-a3fa-455d-8103-325bb3987e0d,user32,2025-10-19 18:30:24,Jira,Editor,APPROVED,user8,Emergency
a74ca85e-b5fe-4711-933d-8c4567480df5,user30,2025-10-19 18:46:54,SAP,Reader,PENDING,user40,Project Work
813dc41d-86e7-4d70-9829-f1465deb894c,user44,2025-10-19 20:05:15,SAP,Reader,PENDING,user19,Emergency
db54061e-7e8b-4fda-961a-ac932084ff43,user41,2025-10-19 23:17:14,Salesforce,Editor,APPROVED,user48,BAU
6d69470a-ac7a-452b-9bda-077b61264b5e,user40,2025-10-19 23:51:18,SAP,Reader,REJECTED,user41,Project Work
8eed878c-c6cc-49c2-9966-aa4d9176ba88,user49,2025-10-20 03:35:02,GitHub,Admin,APPROVED,user46,Project Work
dab95aa7-2bbf-4790-8689-a9a42b2dde74,user41,2025-10-20 03:46:33,Databricks,Reader,PENDING,user47,Project Work
c15b5a48-2ac7-4cda-a096-0f3b7cbab210,user26,2025-10-20 04:29:05,GitHub,Editor,REJECTED,user21,Emergency
51c56aef-2c7e-49ba-96b8-569a16df96b7,user22,2025-10-20 04:48:21,Jira,Reader,REJECTED,user11,Project Work
484016ce-7d8c-41f2-8210-b3481061a88a,user5,2025-10-20 05:35:10,Workday,Developer,REJECTED,user2,Emergency
abb9c09f-2db4-4dc3-86f7-f3124393d59b,user39,2025-10-20 07:26:13,Databricks,Editor,PENDING,user45,Project Work
b6818fc6-5371-4bc5-92be-7aa3cd1765a9,user11,2025-10-20 11:55:52,GitHub,Editor,APPROVED,user10,BAU
0e082e8b-b6fe-4b3e-beca-4feaeba7651d,user21,2025-10-20 13:48:47,GitHub,Editor,PENDING,user48,BAU
2d739fb0-5a1b-4bc7-ab27-6a1a2921319d,user20,2025-10-20 15:46:21,Snowflake,Reader,APPROVED,user32,Project Work
cdc79272-b601-4476-a796-0b32b4656855,user15,2025-10-20 17:41:18,GitHub,Reader,PENDING,user44,Emergency
9d319081-fa17-4ebb-9222-6579bbccd83e,user31,2025-10-21 00:50:11,SAP,Editor,REJECTED,user47,Project Work
07556446-9271-49e3-ade7-308df49a6e81,user32,2025-10-21 11:37:55,Snowflake,Reader,REJECTED,user14,Emergency
98705348-e6fc-4f8e-9e6e-abab8cf695c7,user49,2025-10-21 11:51:47,Jira,Developer,REJECTED,user47,Project Work
951ac8f2-d9d9-481a-ae43-df01758bc9a2,user37,2025-10-21 14:18:14,GitHub,Editor,PENDING,user37,Project Work
2900b683-795d-4092-9af1-a972a8bc45da,user8,2025-10-21 21:03:38,GitHub,Developer,APPROVED,user11,Emergency
1a621056-d1e3-4527-8fb8-36383826e144,user19,2025-10-22 03:44:30,Salesforce,Editor,PENDING,user12,Project Work
e729330a-e56c-4456-9106-846fa620239a,user14,2025-10-22 08:39:30,GitHub,Developer,PENDING,user11,Emergency
f7f082aa-22ff-4499-b8de-2910f5c99df9,user9,2025-10-22 15:34:06,SAP,Reader,APPROVED,user8,BAU
7178f43c-59c7-4c7b-ab22-b62b34b9a955,user23,2025-10-23 00:15:27,Jira,Admin,APPROVED,user20,Emergency
4e5f8157-56bd-42e6-be82-b61ecdfb666c,user20,2025-10-23 03:51:12,Workday,Editor,APPROVED,user11,Project Work
fd5408ab-ac1f-40b4-b23b-7f4492f36b94,user49,2025-10-23 14:09:22,Jira,Developer,REJECTED,user23,BAU
2090defb-2e0b-42d6-8ae8-5789cd5e86a2,user10,2025-10-23 20:39:54,GitHub,Developer,PENDING,user47,Project Work
5700cae1-3fcb-43fd-8045-cf86217de7a9,user47,2025-10-23 21:59:04,Jira,Editor,PENDING,user22,Project Work
bebfdd56-4049-4ea5-adff-0229cdfa1c24,user3,2025-10-24 00:43:29,Workday,Developer,REJECTED,user12,BAU
bd4f4977-d6d5-4fbf-b61a-4069e21339a2,user14,2025-10-24 01:33:06,Salesforce,Developer,APPROVED,user47,Emergency
f3c0d464-4948-4d9f-b157-ad50e7728df2,user50,2025-10-24 04:37:49,SAP,Reader,APPROVED,user6,Emergency
2577634d-f874-4150-89af-b967463fca91,user41,2025-10-24 06:30:05,SAP,Editor,PENDING,user11,BAU
f1b68eb7-ef3d-465c-80ef-34093f59f464,user32,2025-10-24 12:33:44,SAP,Editor,REJECTED,user5,Project Work
aa7e2cc4-be86-4748-a5e4-51c8bf7091f8,user46,2025-10-24 17:21:11,Databricks,Reader,APPROVED,user37,Emergency
67117661-27aa-4da4-b986-ab495f8f2687,user18,2025-10-24 17:29:51,GitHub,Editor,REJECTED,user6,Project Work
6aabf794-05b9-4c48-8442-99139fc97c81,user12,2025-10-24 19:54:17,SAP,Reader,REJECTED,user40,Project Work
2adbf33c-7222-4936-b576-eb0d44d3d244,user3,2025-10-25 00:41:15,GitHub,Developer,APPROVED,user7,Project Work
e18255b7-adda-4d71-bcd9-c13a84578893,user39,2025-10-25 01:55:04,SAP,Editor,PENDING,user24,Emergency
90c28396-dcce-4d1d-a926-3b230fd7c348,user3,2025-10-25 06:10:17,Databricks,Developer,REJECTED,user26,BAU
608b40df-7c5c-4a8c-8d06-e61f2d2befb1,user30,2025-10-25 06:37:28,Salesforce,Reader,REJECTED,user1,Project Work
42643768-1052-4048-8a66-9cba91088789,user34,2025-10-25 13:59:58,GitHub,Reader,REJECTED,user42,Project Work
4ec3d8f8-673a-427b-aeab-7e4ddecbaa48,user32,2025-10-25 16:19:19,Snowflake,Editor,PENDING,user18,BAU
b67adbb1-c83d-4400-adcc-be26c44f33a2,user9,2025-10-25 21:41:10,GitHub,Admin,PENDING,user19,Project Work
026f55cc-4f85-45d9-b9f3-ce5cdb78a909,user13,2025-10-26 04:54:37,Jira,Editor,REJECTED,user30,Emergency
69bcda38-b872-4376-a01f-6ba49da86ce3,user6,2025-10-26 05:57:43,Databricks,Editor,REJECTED,user3,Project Work
894a8cad-be5e-40a8-b5b2-579ba04398eb,user21,2025-10-26 08:51:58,Workday,Reader,APPROVED,user21,Project Work
6a3c0c1d-5ffb-49d6-9f28-7c2114fcd9ce,user8,2025-10-26 16:17:58,Salesforce,Reader,REJECTED,user44,Emergency
423c984e-e471-41d8-9520-6c2b9048f7f0,user11,2025-10-26 16:28:18,Jira,Developer,APPROVED,user37,BAU
3be1af86-db4e-4bd9-ac89-72d47abbc4ee,user44,2025-10-26 23:36:53,Salesforce,Developer,PENDING,user22,BAU
ab46a1b3-faa6-482d-9df1-3989e8a221f4,user43,2025-10-27 02:54:39,GitHub,Admin,APPROVED,user37,BAU
1e10a6e9-47dd-47f3-91e5-b5362171ec0e,user17,2025-10-27 04:27:12,GitHub,Editor,REJECTED,user28,Project Work
752a2a70-b568-4984-aaa5-3caea848cbd2,user36,2025-10-27 11:30:45,GitHub,Editor,APPROVED,user35,Emergency
779be8b0-ffaa-4ea2-9026-3f735c61170d,user47,2025-10-27 11:57:28,Salesforce,Editor,APPROVED,user12,BAU
35785ccd-3d5d-4130-a2f7-2b857d6d8e1e,user13,2025-10-27 17:35:04,GitHub,Reader,PENDING,user47,BAU
671f84c6-52ba-4269-9b2f-9b87faef5ea2,user15,2025-10-27 18:10:47,SAP,Reader,APPROVED,user5,BAU
82c70646-8a8e-4441-90fd-fe033f8d68ca,user21,2025-10-27 21:12:17,SAP,Editor,REJECTED,user24,Project Work
9f750530-56b5-46a3-abeb-3924a38bce0b,user21,2025-10-27 22:49:25,Databricks,Reader,PENDING,user49,Project Work
2a2d79d2-328f-41ac-8589-0f41afa0160b,user35,2025-10-28 00:26:28,Jira,Editor,APPROVED,user21,Emergency
2d77766c-f5b5-40ed-b9c0-9a402a1abe7e,user8,2025-10-28 02:32:24,Workday,Reader,PENDING,user28,Emergency
3e2a0fde-5a35-4959-8381-469791213585,user33,2025-10-28 08:11:22,Salesforce,Admin,PENDING,user32,BAU
1442b6c8-f6c3-4711-88b0-a33d51a45316,user21,2025-10-28 13:41:59,GitHub,Editor,REJECTED,user30,Project Work
c1a356b4-c265-41ff-a1d1-97e34285c574,user36,2025-10-28 14:32:37,Snowflake,Editor,REJECTED,user23,Emergency
d0f71308-4deb-490b-845d-011dfd1992e5,user32,2025-10-28 19:07:48,Workday,Editor,PENDING,user45,Emergency
601df7bb-3407-4d7e-8da2-6e5bc8da4594,user3,2025-10-28 20:45:42,Workday,Admin,REJECTED,user25,Emergency
79ae3bbe-b92e-49d0-a39b-f202ab802785,user44,2025-10-29 06:52:15,Salesforce,Admin,REJECTED,user10,Project Work
7962a4f2-0143-4d08-910b-9e5b6038413e,user43,2025-10-29 10:15:14,GitHub,Admin,REJECTED,user39,Emergency
686e402f-2c5e-4eff-9f38-0baa456ee85f,user38,2025-10-29 14:31:09,Snowflake,Reader,REJECTED,user50,Emergency
291d2c05-cd99-483a-bba0-0acb49052869,user25,2025-10-29 19:50:31,Jira,Reader,REJECTED,user50,BAU
52f11624-e766-4d14-a725-b3ca5bb6ac77,user30,2025-10-29 21:10:17,Databricks,Editor,REJECTED,user17,Project Work
a596824a-6954-4d86-b6f2-e10abc4f53dd,user31,2025-10-29 23:48:40,Salesforce,Reader,REJECTED,user24,Project Work
b3b12b98-ebff-4313-b226-7cde576c7ac7,user41,2025-10-30 01:51:39,Jira,Editor,APPROVED,user28,Emergency
0e64e9a5-82f6-4188-bbbe-7e217b81caf1,user3,2025-10-30 04:49:40,Workday,Developer,APPROVED,user2,Emergency
8e6e8831-5350-47d2-a73d-ad7c21d39f01,user49,2025-10-30 08:18:09,SAP,Developer,PENDING,user5,Project Work
41d0d21f-6bc3-4544-8376-72be45279fa3,user12,2025-10-30 08:41:12,Snowflake,Reader,PENDING,user31,Emergency
88dd69ee-eba2-462a-b055-8079846c2b0e,user6,2025-10-30 10:24:58,Databricks,Editor,REJECTED,user49,BAU
66654235-d858-4378-ab5f-99600f3c230a,user30,2025-10-30 19:00:06,Salesforce,Editor,REJECTED,user11,BAU
935ebcc1-35a6-4960-b0b3-360b25f69a8d,user45,2025-10-30 19:07:43,Jira,Reader,PENDING,user32,Emergency
d734d354-b970-4907-98e7-dc8af18d2176,user25,2025-10-30 19:37:00,GitHub,Reader,APPROVED,user31,BAU
2517e6df-2114-4072-ba4e-65d47510ab07,user42,2025-10-30 22:01:21,Salesforce,Editor,REJECTED,user25,Emergency
368f1022-14ec-4c73-a15d-201287d69868,user19,2025-10-30 23:14:11,Jira,Reader,APPROVED,user33,BAU
32ac0749-fa3a-4fb6-9207-a7c2ab3227d4,user45,2025-10-31 01:27:02,Workday,Reader,APPROVED,user48,Emergency
dfe65d88-fb56-4128-b303-c54b6eca9a4b,user38,2025-10-31 02:02:29,Databricks,Editor,REJECTED,user19,BAU
9f042912-bee0-42d2-9ad8-e9edaa335511,user47,2025-10-31 03:12:50,Snowflake,Reader,APPROVED,user43,Project Work
87929e36-fbe5-4efe-bf31-308ec7a3f55e,user46,2025-10-31 04:30:52,Snowflake,Admin,APPROVED,user16,Project Work
ea7f6af8-61a2-4fb6-9abb-6afd54021b8c,user10,2025-10-31 09:20:14,Workday,Developer,APPROVED,user26,BAU
aba79c4c-2f79-46cb-b4f0-20ffda880963,user6,2025-10-31 10:38:39,Jira,Editor,REJECTED,user25,BAU
e5384566-98b3-4cc3-8e0b-1cebf9a109d1,user27,2025-10-31 11:52:32,GitHub,Developer,REJECTED,user18,BAU
b1c18527-d93c-4378-8f93-369e1aad8338,user39,2025-10-31 12:50:59,Snowflake,Editor,PENDING,user12,Emergency
2ada13e7-a7d4-45e9-8be1-bb2c855b6357,user32,2025-11-01 12:26:58,Snowflake,Editor,PENDING,user37,Project Work
723286fb-3162-4c12-ac8a-99f6a571f102,user45,2025-11-01 14:12:22,Databricks,Editor,APPROVED,user15,Emergency
387a8021-ba8a-44dd-aa52-83457c731d0e,user28,2025-11-01 17:03:27,SAP,Reader,REJECTED,user21,Emergency
b839c83f-edb1-4675-8d5c-68b799853481,user14,2025-11-01 19:07:35,Jira,Developer,APPROVED,user31,BAU
427ec365-2dd6-43e8-93ed-27d35e02f876,user2,2025-11-01 19:20:13,SAP,Editor,APPROVED,user46,Emergency
799697f9-f559-4b2c-9af8-86f9760cc315,user17,2025-11-02 03:17:39,Databricks,Admin,APPROVED,user43,BAU
0e4fff21-48ce-4fe6-8b49-eaff3a4b88f7,user20,2025-11-02 19:24:23,Salesforce,Editor,PENDING,user19,BAU
aac94f2a-168d-450a-b0b2-177011aa9c99,user10,2025-11-02 22:38:16,Databricks,Developer,PENDING,user21,BAU
a42c4f85-11c1-4db9-8943-9ce00a3cb5cf,user42,2025-11-03 03:42:43,Workday,Editor,PENDING,user39,Project Work
2d32c768-d1fc-45ca-9a91-892ddc7a0dac,user12,2025-11-03 07:14:05,GitHub,Editor,PENDING,user40,Project Work
7af84f45-1945-4ebe-b2df-523f4ea07630,user33,2025-11-03 11:31:47,Workday,Admin,APPROVED,user42,BAU
d37e9283-0c58-4092-beb7-9a53f76fd15f,user1,2025-11-03 19:41:51,Jira,Reader,REJECTED,user37,BAU
7c760b54-bb9c-41b1-a426-85e28481171a,user40,2025-11-04 00:33:25,Workday,Reader,REJECTED,user14,BAU
42e3812f-1807-4a2e-b41b-9c481b358f6f,user17,2025-11-04 03:16:54,SAP,Admin,APPROVED,user23,Emergency
2e1698fa-1c4f-4ff6-8aec-749b55272f83,user28,2025-11-04 16:03:32,Snowflake,Editor,REJECTED,user22,BAU
944ae9e2-78da-4dc1-813b-d8547e49df63,user33,2025-11-04 17:41:55,GitHub,Developer,REJECTED,user6,Emergency
a9513a1f-b06e-4185-9ff8-5245cacdfbbb,user23,2025-11-05 07:24:37,Snowflake,Developer,REJECTED,user46,Project Work
6d6f7b07-4787-4ef9-8d79-93d6507285c6,user8,2025-11-05 14:01:06,Snowflake,Editor,PENDING,user14,Project Work
dbf03ca5-fe48-4ef0-a270-10ad7b9d0b03,user16,2025-11-05 15:09:45,SAP,Reader,APPROVED,user14,Project Work
bedc6714-0861-44e0-86e6-7ecd1c17790d,user21,2025-11-05 16:33:29,Jira,Reader,REJECTED,user1,Project Work
b8e0d972-ec8c-419e-8823-34ee3bccd0de,user28,2025-11-05 19:25:03,GitHub,Reader,PENDING,user25,Emergency
