usage_id,ts,user,app,action,duration,data_mb,session_id,request_id
fe06426e-883d-4f27-bfb0-0337e01e8c10,2025-10-02 01:01:09.000000,user28,Jira,modify,3030,37.36,1154b2dc-997f-4d52-976c-f5b651da3b78,
58cb387c-087f-43ba-9651-c37cfd675b49,2025-10-02 05:13:59.000000,user28,Jira,view,2313,295.73,1154b2dc-997f-4d52-976c-f5b651da3b78,
07177d3e-7b4c-495d-bd02-379e7a0a3fff,2025-10-02 05:28:47.000000,user16,Workday,view,2508,346.2,c5f4a5fd-d748-41dc-ba40-5088ff2f92de,
c0e5ce3b-2553-41ec-8f99-66810f14ca2a,2025-10-02 05:59:33.000000,user28,Databricks,view,2367,70.23,1154b2dc-997f-4d52-976c-f5b651da3b78,
9fdbea4f-03bc-4c51-a4ec-74850fd5f0bd,2025-10-02 07:05:47.000000,user28,Databricks,download,2583,304.87,1154b2dc-997f-4d52-976c-f5b651da3b78,
3572e653-5446-48f7-b1ef-253216aaf8cf,2025-10-02 07:13:39.000000,user16,Salesforce,download,2975,299.51,c5f4a5fd-d748-41dc-ba40-5088ff2f92de,
a32469a7-8606-41c5-ab52-dd3f61998ef6,2025-10-02 08:42:35.000000,user8,GitHub,upload,3495,367.98,6213d9d3-0501-48c1-8b20-7121c84dca5c,
4582dc5a-f7c1-4798-a52b-871182d0a917,2025-10-02 10:13:15.000000,user8,Workday,view,2877,327.76,6213d9d3-0501-48c1-8b20-7121c84dca5c,
33bc5257-629f-48c8-aae4-fd37f57effe2,2025-10-02 11:46:59.000000,user8,Snowflake,upload,1450,226.48,6213d9d3-0501-48c1-8b20-7121c84dca5c,
18c00983-3939-4197-b2c2-02fcc71b631c,2025-10-02 12:15:57.000000,user16,Snowflake,modify,549,446.2,c5f4a5fd-d748-41dc-ba40-5088ff2f92de,
01e83a80-832b-483b-a5c2-e5a790ac5cbf,2025-10-02 14:47:32.000000,user31,Workday,upload,2821,262.67,ddbb0952-555f-491f-b294-7227938172f7,4c01fc74-1a84-43b1-acb2-dd228eae6280
09219233-d103-4df7-a2a6-42aac58e0b6c,2025-10-02 15:08:01.000000,user9,Workday,download,3196,340.37,dd7b0f21-76d6-4860-9823-038196118708,
640ae85a-1170-44b5-9ede-f15566ed03f6,2025-10-02 15:09:11.000000,user33,Workday,upload,790,319.51,1e1414b5-262a-44b5-add8-9acd1e7a3695,
5ba205bd-0e90-4b0a-b660-4db7ad35d7f0,2025-10-02 15:37:19.000000,user16,SAP,upload,3124,497.24,76f5b123-4296-4d1e-8ebe-07dea7f9b21d,
a34bdfc5-c605-4d26-b77c-91be79aa508f,2025-10-02 15:48:37.000000,user33,Salesforce,download,1916,297.2,1e1414b5-262a-44b5-add8-9acd1e7a3695,
0da32965-6a9c-4052-884e-fb56a5071448,2025-10-02 15:57:25.000000,user15,SAP,upload,794,266.99,bb84b3f8-f5fa-4cda-955b-eb50a51c97c6,
de196071-272e-4e0d-b5b7-878ead2b331d,2025-10-02 15:57:29.000000,user9,Jira,upload,1528,13.8,dd7b0f21-76d6-4860-9823-038196118708,
f575932c-bb2f-41f0-9d5e-92f110b534da,2025-10-02 16:05:00.000000,user9,Salesforce,view,3439,57.49,dd7b0f21-76d6-4860-9823-038196118708,
2032f615-c305-423d-b810-29aee691db23,2025-10-02 16:28:11.000000,user31,Salesforce,view,2976,314.28,ddbb0952-555f-491f-b294-7227938172f7,
5fe5c596-510c-4a54-8483-09c0dbfc7b4d,2025-10-02 16:38:16.000000,user16,GitHub,download,2361,20.12,76f5b123-4296-4d1e-8ebe-07dea7f9b21d,
9ec9be37-5063-46af-a7a4-0edb941b1adf,2025-10-02 16:56:12.000000,user9,Workday,upload,448,112.55,67eca020-c8c9-48f8-8d08-fe75ea1a2227,
b27b79b3-814b-488a-95c4-ce4493bc9a0b,2025-10-02 16:58:47.000000,user31,Workday,modify,1341,258.54,ddbb0952-555f-491f-b294-7227938172f7,4c01fc74-1a84-43b1-acb2-dd228eae6280
9f4199c0-7bca-4bc7-aadd-71151b5ce636,2025-10-02 17:12:24.000000,user31,Jira,modify,3540,312.2,ddbb0952-555f-491f-b294-7227938172f7,4c01fc74-1a84-43b1-acb2-dd228eae6280
7e1777cd-c5dc-49e7-9eec-7aef62924443,2025-10-02 17:42:52.932934,user41,Jira,download,1629,239.32,8910e0f7-8d1e-4a4a-aa3d-9bd520633fe6,
0cb87047-b1f7-491d-94f5-6bc6a951fd5d,2025-10-02 19:01:41.000000,user16,SAP,modify,1540,26.88,76f5b123-4296-4d1e-8ebe-07dea7f9b21d,
315828e4-782f-4f64-986f-eb088f0dcc36,2025-10-02 19:02:58.000000,user9,Salesforce,modify,3586,347.6,67eca020-c8c9-48f8-8d08-fe75ea1a2227,
3a635370-04f8-4b8a-a8e7-72e836d1f03d,2025-10-02 19:08:18.000000,user33,SAP,upload,3263,196.3,1e1414b5-262a-44b5-add8-9acd1e7a3695,
ac3b441b-40b9-4d4e-9259-46913510eaf5,2025-10-02 19:17:47.000000,user16,GitHub,modify,3218,373.49,76f5b123-4296-4d1e-8ebe-07dea7f9b21d,
ff09718d-f5ac-4c6a-866d-75a5b947de56,2025-10-02 20:00:27.000000,user31,Databricks,view,2551,226.55,ddbb0952-555f-491f-b294-7227938172f7,
61202009-a72a-4a9f-8298-d5fad97e29e9,2025-10-02 20:23:14.000000,user9,Jira,modify,1436,195.15,67eca020-c8c9-48f8-8d08-fe75ea1a2227,
2ea7586a-a30b-4c90-90a4-7b85871c9a22,2025-10-02 20:52:11.000000,user9,GitHub,download,3512,279.78,dd7b0f21-76d6-4860-9823-038196118708,
a83acf6b-ca3c-429b-a1bb-71d5f09b8ae3,2025-10-02 21:12:38.000000,user15,Databricks,download,1598,308.24,e712c866-3feb-4be2-ac72-6b7cb320321a,
66fa6302-667d-46f5-b28d-69413dfab166,2025-10-02 21:16:42.000000,user27,Snowflake,upload,1232,227.38,1df279b7-b0ca-4c51-89dc-20c58fd0a370,
92f48f46-8c5b-424a-88ae-0677a0b18f55,2025-10-02 21:28:08.000000,user15,Salesforce,view,1423,203.05,bb84b3f8-f5fa-4cda-955b-eb50a51c97c6,
f6bbc4b7-c419-48b7-a5b2-0f35115af04f,2025-10-02 22:20:22.000000,user27,Databricks,view,917,364.74,1df279b7-b0ca-4c51-89dc-20c58fd0a370,
dc1888fe-4629-4245-87c9-03147bc15d03,2025-10-02 22:24:06.000000,user27,GitHub,view,382,419.44,1df279b7-b0ca-4c51-89dc-20c58fd0a370,
a667c1b0-82c5-4234-8e17-19bec82f9074,2025-10-02 22:29:58.000000,user9,Snowflake,modify,1285,314.44,dd7b0f21-76d6-4860-9823-038196118708,
e4a9e6f8-0012-46dc-8913-1dba1dce2856,2025-10-03 00:49:03.000000,user27,Snowflake,modify,2166,416.68,1df279b7-b0ca-4c51-89dc-20c58fd0a370,
7384710b-62a1-4788-b0e3-2f8e81d555e2,2025-10-03 01:00:08.000000,user31,Jira,upload,217,9.01,e70ea8e1-2444-41a3-97dc-589106897cb4,4c01fc74-1a84-43b1-acb2-dd228eae6280
557603dc-5081-4a96-86c8-75e10ebc6566,2025-10-03 01:51:56.000000,user31,Workday,download,1979,364.19,e70ea8e1-2444-41a3-97dc-589106897cb4,
497e753b-f6ab-47f6-8085-76a203aaf820,2025-10-03 01:52:42.000000,user31,SAP,view,1191,475.24,e70ea8e1-2444-41a3-97dc-589106897cb4,4c01fc74-1a84-43b1-acb2-dd228eae6280
4c77df94-fc32-442e-b2ee-71f82906540b,2025-10-03 04:38:03.000000,user15,Salesforce,view,2508,366.52,cdb7840a-d798-4bf9-9124-d639795c166e,71ba483e-4317-420c-a13e-33f3a27365eb
52953ecf-fe73-4832-882b-27a807151ae2,2025-10-03 05:53:17.000000,user48,Salesforce,download,3275,377.39,21c5564a-9e30-440a-8822-911f0944ad85,
a2eeb3b7-167e-4645-87b1-6ee915f749c1,2025-10-03 05:56:48.000000,user48,Workday,download,1734,30.13,21c5564a-9e30-440a-8822-911f0944ad85,
1b761a80-8b8a-413b-960c-937ee4dbb83a,2025-10-03 06:07:34.000000,user3,Workday,download,1391,13.67,50498224-c35e-46e3-80dc-d4647ad1df3c,
299c7c7f-b8a3-490e-96b4-5382efe0ee81,2025-10-03 07:33:01.000000,user3,Workday,upload,1677,82.23,74441e41-f7fe-4039-893a-2ed2a104bc04,
ddd09a49-2f5b-48bc-8b97-7a87f85722c8,2025-10-03 07:35:05.000000,user34,Workday,upload,1555,319.94,d974aec9-81c3-49f6-bee6-f382b5a0b897,
15223a20-e067-42e3-acb8-95d1d1cbbe0d,2025-10-03 08:07:17.000000,user3,SAP,upload,2247,316.45,50498224-c35e-46e3-80dc-d4647ad1df3c,
c3364702-1c12-45b2-9c83-ae3f04ada220,2025-10-03 09:04:16.000000,user3,Workday,modify,596,246.86,50498224-c35e-46e3-80dc-d4647ad1df3c,
470e57bd-9581-4dce-85b2-334223decb6a,2025-10-03 09:46:00.000000,user3,GitHub,upload,561,118.27,74441e41-f7fe-4039-893a-2ed2a104bc04,
a34ee998-f97c-42dd-994c-7f2381f5fa41,2025-10-03 10:37:54.000000,user3,Salesforce,modify,1277,479.04,50498224-c35e-46e3-80dc-d4647ad1df3c,
95e27358-42ae-48e2-ae66-fa657380e318,2025-10-03 11:43:01.000000,user3,GitHub,upload,3256,356.63,50498224-c35e-46e3-80dc-d4647ad1df3c,
1034be02-0c98-4ea4-88d2-096efede1190,2025-10-03 13:45:48.000000,user50,Workday,modify,2928,272.14,0a70b282-9634-4aaa-864c-7e7eb3ce1cb1,
401fe9ad-a74a-4155-8584-b377fe85ff70,2025-10-03 14:18:39.000000,user50,Salesforce,modify,1540,144.67,0a70b282-9634-4aaa-864c-7e7eb3ce1cb1,
55d6f523-3283-433a-8eaf-34d803d1016d,2025-10-03 15:02:14.000000,user3,Snowflake,upload,1422,240.78,f37de7f4-d6f3-42f1-8032-19d7c54401ce,
0ea305da-6788-44cc-aa1a-34f5133323bd,2025-10-03 16:37:00.000000,user50,Salesforce,download,620,250.29,0a70b282-9634-4aaa-864c-7e7eb3ce1cb1,
b118ef17-7663-4345-94ef-5d903921b566,2025-10-03 16:49:54.000000,user50,Jira,upload,129,266.72,d1ad3363-9147-48d7-aded-bfe4eae098f9,
005f0faf-fabe-42de-ae79-28a6f0aa30f9,2025-10-03 16:53:52.000000,user3,SAP,download,2305,369.34,f37de7f4-d6f3-42f1-8032-19d7c54401ce,
c77c09b8-0617-4311-923e-8a6ae7eada34,2025-10-03 17:42:24.000000,user23,Snowflake,modify,1731,131.93,dd9e0299-6a57-47f0-976f-9c1ddde9f7b3,
bfba26d3-a146-44fe-be80-d1848ee32abf,2025-10-03 18:02:27.000000,user3,Snowflake,modify,567,321.68,f37de7f4-d6f3-42f1-8032-19d7c54401ce,
cb0db509-070a-49ef-99f3-8f5f67798fc4,2025-10-03 18:20:28.000000,user34,Databricks,download,525,323.06,9032ae44-5464-495b-813a-a548dd2b670b,
10b0a652-b289-4708-9766-db8124620b18,2025-10-03 18:21:22.000000,user3,GitHub,upload,3516,260.38,f37de7f4-d6f3-42f1-8032-19d7c54401ce,
2fc78e5e-f8ef-4b2b-9fd9-c438171bad6d,2025-10-03 18:47:00.000000,user41,GitHub,modify,2563,46.03,a4c9c6e8-34d9-4717-b456-758f52e4ae8e,5b6055d0-54cf-4639-968f-2f01b7c56d3a
e48df7b8-044e-41a9-b4f1-88efea693e5c,2025-10-03 19:27:21.000000,user34,SAP,modify,842,222.01,9032ae44-5464-495b-813a-a548dd2b670b,
19fc7c06-5fb6-4600-9168-533e4e3cade7,2025-10-03 19:39:55.000000,user3,Workday,view,3303,163.66,f37de7f4-d6f3-42f1-8032-19d7c54401ce,
5492672e-78ba-4a30-9f6f-a3785df29cf9,2025-10-03 19:42:15.000000,user41,SAP,upload,2332,314.24,a4c9c6e8-34d9-4717-b456-758f52e4ae8e,5b6055d0-54cf-4639-968f-2f01b7c56d3a
ffe2e88b-e3df-4d4a-8e2f-b3056b2e1654,2025-10-03 19:55:10.000000,user23,GitHub,upload,2395,405.57,07357872-cdc5-48fe-ab00-0bda9b4bed64,
85c7f874-579d-4299-b5f2-575164693b0d,2025-10-03 20:08:51.000000,user44,SAP,download,3304,164.15,86f378e0-5eb4-4d60-8e00-b4c0c1a0b6b0,
0c7dce44-2ba1-4d1a-89b3-36f91443d885,2025-10-03 20:14:38.000000,user44,Salesforce,modify,3065,206.56,86f378e0-5eb4-4d60-8e00-b4c0c1a0b6b0,
4e04cc81-eabb-4144-aae7-54a12d320c83,2025-10-03 20:18:36.000000,user50,GitHub,download,643,373.7,0a70b282-9634-4aaa-864c-7e7eb3ce1cb1,
d9f3dc14-5623-4938-bf12-2d533d68d4de,2025-10-03 20:52:12.000000,user50,Databricks,download,1869,449.54,0a70b282-9634-4aaa-864c-7e7eb3ce1cb1,
911b0567-8f63-4906-992f-8076fb0278e4,2025-10-03 20:58:56.000000,user34,Workday,view,547,100.89,24b2816b-eb7d-41d0-bfdc-3b1cae677452,
9e65f3e5-26bf-4b48-9100-1c21e8b3c88a,2025-10-03 21:17:08.000000,user19,GitHub,upload,2907,482.11,cd2c1d32-5035-4de0-9439-f3cb3334f8c1,
f4b18302-4a2a-4fd5-a6e8-c6d508e33b39,2025-10-03 21:20:19.000000,user34,Salesforce,modify,3018,52.02,9032ae44-5464-495b-813a-a548dd2b670b,
d49700bc-44fb-4dd2-9582-5ff116e68840,2025-10-03 21:55:49.000000,user23,SAP,upload,2586,47.21,dd9e0299-6a57-47f0-976f-9c1ddde9f7b3,
3a6dbd13-3ca9-41bb-a9f5-7b3a3e634a62,2025-10-03 21:57:21.000000,user50,Salesforce,view,2754,228.56,d1ad3363-9147-48d7-aded-bfe4eae098f9,
1088e037-ee2d-43f9-a870-434a425cc601,2025-10-03 22:10:11.000000,user23,Jira,download,3049,372.09,07357872-cdc5-48fe-ab00-0bda9b4bed64,
8e5ac11f-7a08-44e7-969b-e1e635f2ece1,2025-10-03 22:24:30.000000,user49,Salesforce,download,2514,405.61,cf3bd668-ac12-4fed-8fa4-585962507b57,
07df972e-a1f0-42ba-824d-707b1c336be3,2025-10-03 23:07:44.000000,user42,Salesforce,modify,565,75.47,adc05ded-759f-40c4-af80-779b6149f5eb,
e3b421ed-91f5-4134-97c6-5d73b8f71a69,2025-10-03 23:58:33.000000,user15,GitHub,modify,2760,450.64,b9d14b5d-af9d-4035-9551-d359d25919aa,71ba483e-4317-420c-a13e-33f3a27365eb
bbc2c5d4-9d50-4494-9d71-d6119ae6a992,2025-10-04 00:13:47.000000,user23,Workday,download,1217,124.32,07357872-cdc5-48fe-ab00-0bda9b4bed64,
bf74eaeb-6238-4cf0-b630-2b922f17d5a4,2025-10-04 00:14:03.000000,user15,Jira,view,907,245.67,b9d14b5d-af9d-4035-9551-d359d25919aa,
0cba5e03-9df8-45e1-946a-1acf6ef19eeb,2025-10-04 00:23:10.000000,user34,Salesforce,modify,3461,463.12,9032ae44-5464-495b-813a-a548dd2b670b,
91a852ce-969b-43ee-b9ea-3064a5e21de1,2025-10-04 01:31:59.000000,user15,Snowflake,modify,1860,302.2,b9d14b5d-af9d-4035-9551-d359d25919aa,
a1e66bdc-eda7-40e2-bc9b-628b1400f4f5,2025-10-04 02:19:05.000000,user19,Salesforce,modify,1341,278.42,cd2c1d32-5035-4de0-9439-f3cb3334f8c1,
4c5780a6-878d-46dc-9330-689fe73dc864,2025-10-04 02:21:41.000000,user44,SAP,upload,997,277.02,86f378e0-5eb4-4d60-8e00-b4c0c1a0b6b0,
5bda7a3d-b46d-4fb8-b1c6-3aef6b8f536b,2025-10-04 03:41:16.000000,user15,Jira,view,795,285.95,b9d14b5d-af9d-4035-9551-d359d25919aa,
bb3e6476-a0d0-4050-b71a-102f4a6735ef,2025-10-04 04:30:27.000000,user42,Workday,view,2274,95.03,adc05ded-759f-40c4-af80-779b6149f5eb,
2dd36dc4-9cc2-4e5f-ae29-aa48d6b56f80,2025-10-04 04:46:08.000000,user9,Salesforce,download,279,399.55,583a3434-c9ca-4a6c-872e-c076ff7bc9a9,
ec46cbb2-7d91-45f6-b742-56afa904b261,2025-10-04 05:15:51.000000,user42,Snowflake,modify,3279,182.79,adc05ded-759f-40c4-af80-779b6149f5eb,
cf1a313b-284c-4a60-aafc-cba1f3226d00,2025-10-04 05:25:45.000000,user37,SAP,view,3366,286.76,4c103854-49fb-45db-b79d-896e2131af24,
0add176f-5d4a-4533-95ee-c304d65a59a1,2025-10-04 06:59:42.000000,user41,Snowflake,view,624,199.51,42e34eea-01ca-4765-82a9-7206b3ce271a,5b6055d0-54cf-4639-968f-2f01b7c56d3a
1a19081c-1b8a-4a29-8ba7-cde3aef84a8a,2025-10-04 07:35:35.000000,user40,Databricks,download,1587,169.32,31ebde15-e635-442e-9de7-8aa074325cc8,
0255a06b-3518-4ab0-bfc8-889773df3cbf,2025-10-04 07:48:32.000000,user9,Workday,download,1460,342.12,583a3434-c9ca-4a6c-872e-c076ff7bc9a9,
fd8cdd1b-38ad-4cf9-a257-9b741b1144e1,2025-10-04 09:23:56.000000,user9,SAP,upload,2763,257.65,583a3434-c9ca-4a6c-872e-c076ff7bc9a9,
674a46b4-2cf8-43ff-b178-ab93f1df3ef1,2025-10-04 09:44:23.000000,user41,Databricks,view,525,309.14,c1652618-dda5-4378-868d-3e48e3759209,5b6055d0-54cf-4639-968f-2f01b7c56d3a
80be2760-0dd5-444d-a6a5-77509b76167a,2025-10-04 09:55:13.000000,user9,Workday,view,857,9.65,583a3434-c9ca-4a6c-872e-c076ff7bc9a9,
adc95ff1-bf7c-4769-b91f-466ab3a2d2ef,2025-10-04 10:25:58.000000,user41,Snowflake,view,2511,385.92,42e34eea-01ca-4765-82a9-7206b3ce271a,5b6055d0-54cf-4639-968f-2f01b7c56d3a
bb9e195e-e2e6-4c87-a20f-d47cd9fda257,2025-10-04 10:30:28.000000,user37,Snowflake,download,302,174.1,4c103854-49fb-45db-b79d-896e2131af24,
a50b95b9-ede1-417b-b5ef-b707e0c1222d,2025-10-04 10:35:36.000000,user41,Snowflake,modify,50,288.7,42e34eea-01ca-4765-82a9-7206b3ce271a,5b6055d0-54cf-4639-968f-2f01b7c56d3a
f3d6bd92-946a-4f2f-b457-e63821605a0a,2025-10-04 10:59:43.000000,user36,Salesforce,download,2591,262.88,41e29506-ff40-4507-9fd0-3443c8a9611c,
2aaf1db7-4305-4ad8-a041-9b4016eb168c,2025-10-04 11:12:50.000000,user37,Databricks,view,123,389.69,4c103854-49fb-45db-b79d-896e2131af24,
f88ca1ec-8f45-49cf-9d32-ff9c833779a0,2025-10-04 11:28:30.000000,user36,Salesforce,upload,581,75.91,41e29506-ff40-4507-9fd0-3443c8a9611c,
f1a97a76-a494-4320-8e42-e908dcc3bb68,2025-10-04 12:08:10.000000,user40,Databricks,download,2694,438.56,31ebde15-e635-442e-9de7-8aa074325cc8,
9bce8805-0366-4ca2-929d-e196bad96399,2025-10-04 12:12:00.000000,user23,Databricks,download,1500,275.3,ad52ff70-b7cf-4c5c-a968-7b91a6135c86,
300f876d-e379-4fb4-8e63-5d459a2fa5f6,2025-10-04 12:46:13.000000,user16,Workday,view,3349,371.31,189d6a1c-81cb-431f-86b2-0e39b88fc50d,
c9fdb9a3-063f-4f78-a9a7-3992cba004b9,2025-10-04 12:53:06.000000,user41,SAP,upload,2749,12.99,42e34eea-01ca-4765-82a9-7206b3ce271a,
7f75a72e-80c6-4fc2-a6f3-454e4673b417,2025-10-04 12:54:12.000000,user41,Databricks,view,3580,343.71,42e34eea-01ca-4765-82a9-7206b3ce271a,5b6055d0-54cf-4639-968f-2f01b7c56d3a
38528dd0-52b7-4b6e-a25b-d5c556762f66,2025-10-04 13:00:12.000000,user16,Workday,modify,2899,423.59,189d6a1c-81cb-431f-86b2-0e39b88fc50d,
0360d8e7-709b-4a31-a19a-27c8bb013acb,2025-10-04 13:19:20.000000,user41,Databricks,modify,2581,373.64,6fda04b6-ead6-4771-b343-64172f755efb,5b6055d0-54cf-4639-968f-2f01b7c56d3a
384fe25d-87a0-418d-a8b5-84db78d33d02,2025-10-04 13:28:51.000000,user23,SAP,modify,135,71.28,ad52ff70-b7cf-4c5c-a968-7b91a6135c86,
3734c9db-0064-4419-98a7-59d6aa3eda92,2025-10-04 13:57:40.000000,user31,Databricks,upload,2205,325.4,352d0a45-1df0-4491-a00e-a6d6343a328a,4c01fc74-1a84-43b1-acb2-dd228eae6280
bcc38cc0-b255-41c1-8f7a-76ab549ec567,2025-10-04 14:43:54.000000,user31,Workday,modify,3420,439.42,352d0a45-1df0-4491-a00e-a6d6343a328a,54051b9c-148f-4394-9326-d32b45df1e5c
6e145b3d-b69e-4599-a84f-48633e8ffd5c,2025-10-04 15:28:32.000000,user36,Databricks,upload,751,51.13,41e29506-ff40-4507-9fd0-3443c8a9611c,
1c809f64-790a-4aa3-af81-ae1e93f773b3,2025-10-04 15:30:22.000000,user23,Jira,view,1512,307.51,ad52ff70-b7cf-4c5c-a968-7b91a6135c86,
7c42ae84-6429-49fb-ba58-0034b98e2c3a,2025-10-04 15:32:54.000000,user16,Databricks,upload,555,389.83,189d6a1c-81cb-431f-86b2-0e39b88fc50d,
ab150e46-28be-4cbd-b9f7-e65811b27a87,2025-10-04 15:36:15.000000,user17,Jira,download,2341,457.19,0db35712-0da6-4864-9d79-60c0f6191daa,
e6cbf7b3-898f-45fa-8b22-a14febe07a36,2025-10-04 15:38:24.000000,user23,Workday,view,967,484.47,ad52ff70-b7cf-4c5c-a968-7b91a6135c86,
86b3e7f0-ed91-4756-aeba-5106b6eed8e0,2025-10-04 15:51:30.000000,user31,Snowflake,modify,2483,310.09,352d0a45-1df0-4491-a00e-a6d6343a328a,54051b9c-148f-4394-9326-d32b45df1e5c
e6889bf5-4af4-4e35-8408-f0c57aa5caa3,2025-10-04 16:01:55.000000,user23,GitHub,modify,898,423.32,ad52ff70-b7cf-4c5c-a968-7b91a6135c86,
8f61b179-431b-4f09-90ce-df67a09932fe,2025-10-04 17:13:01.000000,user3,Workday,upload,162,125.6,aafdbe08-3b9d-4055-b6c8-85ff451b8815,
8a61295c-5a01-4325-8d87-550aee6a1de7,2025-10-04 17:21:53.000000,user36,GitHub,download,1808,2.36,dbb88636-ed6e-4fca-ac48-7c660e166d08,
033c9a4d-bd04-4720-8e5f-6d2ab1677399,2025-10-04 17:47:26.000000,user31,Snowflake,download,1775,431.12,352d0a45-1df0-4491-a00e-a6d6343a328a,
ba1fb485-e7af-46c5-9a34-b00f19dde70c,2025-10-04 19:28:26.000000,user36,Workday,upload,2581,33.38,dbb88636-ed6e-4fca-ac48-7c660e166d08,
6bef7a2d-63a7-4ec8-a2be-650e8fbeada7,2025-10-04 20:08:59.000000,user36,Workday,upload,1553,143.24,dbb88636-ed6e-4fca-ac48-7c660e166d08,
2bf49743-2aaa-4366-8e98-62b943b229b7,2025-10-04 21:07:04.000000,user6,Jira,view,2259,7.55,b262dd53-9b12-4b71-ac34-31bc4da8f6f0,
ec9fac83-ad38-4d0e-964e-80efc70cc6e1,2025-10-04 21:11:08.000000,user6,SAP,upload,1864,54.59,b262dd53-9b12-4b71-ac34-31bc4da8f6f0,
5e06a471-f7b8-481a-9e22-608f3615e798,2025-10-04 21:57:39.000000,user37,SAP,modify,2516,201.89,d523d843-38f0-4464-a32e-217d05ee8231,
7d3b1f42-119d-4d2b-9747-f49b3f6839f9,2025-10-04 22:03:19.000000,user36,Snowflake,view,188,104.4,66ab7a9a-c4be-4d27-a0d7-febeb02002b2,
d2c70730-6959-484b-9edc-658ae677f344,2025-10-04 22:08:49.000000,user11,Databricks,upload,356,484.42,cf09789b-2e25-4674-9c4f-4e45a48c9213,
627154cd-57c9-4814-9bdf-63ff002003e4,2025-10-04 22:25:30.000000,user11,Snowflake,download,1885,51.73,cf09789b-2e25-4674-9c4f-4e45a48c9213,
